"Cocunut";"Mortgage_YN";"AGE_AT_ORIGINATION";"AGE";"YEARS_WITH_BANK";"MARTIAL_STATUS";"EDUCATION";"EMPLOYMENT";"GENDER";"CUST_INCOME";"CURRENT_ADDRESS_DATE";"CURRENT_JOB_DATE";"CURRENT_WITH_BANK_DATE";"CURRENT_BALANCE_EUR"
43273;"N";NA;50;1;"D";"HGH";"STE";"M";382,6076923;2001-06-01;2001-06-01;2015-10-29;2645,377462
43278;"N";NA;23;4;"S";"HGH";"STE";"M";415,3846154;1994-11-14;2015-04-06;2013-04-24;568,4190769
43283;"N";NA;42;8;"M";"HGH";"PVE";"F";210,9846154;1975-03-20;2013-05-01;2008-11-14;2363,703538
43284;"N";NA;50;3;"M";"HGH";"PVE";"F";424,9615385;1991-06-01;2013-09-09;2013-09-06;1426,958846
43286;"N";NA;34;12;"M";"HGH";"PVE";"M";437,4940769;1983-12-01;2010-12-08;2005-03-24;3098,460615
43289;"N";NA;46;13;"S";"HGH";"STE";"F";276,1538462;1994-07-01;1993-02-01;2003-12-12;1589,638615
43290;"N";NA;64;10;"M";"BCR";"RET";"M";423,0769231;1964-01-01;9999-10-01;2007-02-27;4798,089
43292;"N";NA;64;12;"M";"BCR";"RET";"F";312,9153846;1983-12-10;9999-10-01;2005-05-13;0
43296;"N";NA;49;14;"S";"MAS";"PVE";"M";1257,234077;2004-10-01;2002-07-01;2002-07-27;10279,95154
43297;"N";NA;66;12;"M";"HGH";"RET";"F";217,4276923;1979-10-01;9999-10-01;2005-03-02;3645,001308
43301;"N";NA;55;1;"S";"HGH";"STE";"F";369,2307692;2002-01-01;2011-01-01;2015-10-19;174,4828462
43304;"N";NA;58;3;"M";"PRS";"RET";"F";156,5123077;1985-11-15;1999-03-01;2013-12-12;322,1115385
43306;"N";NA;38;11;"M";"BCR";"PVE";"F";1005,623077;2009-12-02;2005-11-08;2005-10-27;3976,557692
43315;"N";NA;38;4;"S";"HGH";"PVE";"M";400;2009-06-01;2011-02-01;2013-04-09;900,5632308
43316;"N";NA;63;1;"M";"HGH";"RET";"M";173,028;1954-04-09;9999-10-01;2015-10-26;1624,390231
43317;"N";NA;57;11;"M";"HGH";"PVE";"M";282,3365385;1960-04-24;2012-09-01;2005-07-08;7241,499692
43318;"N";NA;52;1;"M";"BCR";"STE";"F";307,6923077;1990-01-01;2006-09-01;2015-10-27;96,78138462
43319;"N";NA;35;2;"M";"MAS";"PVE";"F";315,8461538;2014-03-01;2006-02-01;2014-12-18;4219,169231
43320;"N";NA;36;2;"M";"BCR";"PVE";"F";658,1384615;2010-10-16;2007-01-01;2014-09-09;445,6173077
43323;"N";NA;36;9;"M";"HGH";"STE";"M";213,4140769;1981-06-06;2015-04-27;2007-08-28;1794,662231
43328;"N";NA;34;3;"M";"BCR";"STE";"M";333,6923077;2012-05-01;2014-09-12;2013-09-30;1745,049077
43329;"N";NA;42;2;"M";"HGH";"PVE";"M";383,8769231;1975-04-05;1998-08-03;2015-06-10;459,1346154
43331;"N";NA;70;1;"W";"BCR";"RET";"F";377,2196923;1969-10-05;9999-10-01;2015-11-03;941,8778462
43337;"N";NA;40;1;"M";"HGH";"PVE";"M";365,3846154;2000-12-01;2013-01-01;2015-10-26;222,1375385
43339;"N";NA;54;10;"S";"HGH";"PVE";"M";201,5804615;2007-12-17;2006-10-05;2006-12-01;629,8239231
43343;"N";NA;38;10;"M";"HGH";"PVE";"M";619,3713077;1979-07-20;2009-01-02;2006-11-02;100,0733846
43344;"N";NA;63;3;"M";"BCR";"RET";"M";207,2153846;1972-01-01;1998-11-10;2013-08-23;4522,303077
43348;"N";NA;45;10;"M";"HGH";"PVE";"M";406,4756923;2012-01-01;2002-04-09;2006-11-06;4901,107615
43349;"N";NA;40;4;"M";"BCR";"SFE";"F";180,1284615;2001-08-11;2012-08-01;2012-11-26;4358,531923
43351;"N";NA;55;5;"S";"BCR";"PVE";"F";269,2307692;2007-04-10;1984-01-01;2012-04-09;126,4997692
43363;"N";NA;63;11;"M";"BCR";"RET";"F";199,7950769;1986-01-01;9999-10-01;2006-06-10;796,4405385
43365;"N";NA;63;12;"M";"HGH";"RET";"M";242,4323077;1984-01-01;9999-10-01;2004-10-07;4419,242
43366;"N";NA;64;15;"D";"HGH";"PVE";"M";404,2076923;1989-12-20;1977-12-30;2002-05-22;868,6359231
43369;"N";NA;69;12;"D";"MAS";"RET";"F";366,1704615;2008-02-01;9999-10-01;2004-07-14;549,747
43372;"N";NA;38;3;"M";"HGH";"PVE";"F";161,3333077;1998-08-05;2009-09-14;2013-12-10;1198,099923
43373;"N";NA;25;3;"M";"BCR";"PVE";"M";200;1992-02-28;2015-10-01;2013-08-17;69,599
43376;"N";NA;37;13;"M";"HGH";"PVE";"F";715,2910769;2009-11-20;2004-05-10;2004-05-19;4271,236385
43378;"N";NA;29;4;"M";"HGH";"PVE";"M";180,0550769;1999-10-20;2010-05-17;2013-03-11;1957,188
43381;"N";NA;23;4;"S";"HGH";"PVE";"M";238,4615385;1994-04-06;2015-01-03;2012-12-18;891,5416923
43382;"N";NA;37;1;"M";"BCR";"STE";"F";283,5557692;2012-05-01;2007-03-22;2015-10-23;2883,626769
43383;"N";NA;60;11;"M";"HGH";"RET";"M";215,9373846;2007-12-01;9999-10-01;2005-08-03;3238,858846
43386;"N";NA;42;5;"M";"HGH";"STE";"F";303,4615385;1996-06-04;1996-09-13;2011-12-07;1334,070846
43387;"N";NA;65;11;"M";"BCR";"RET";"F";296,8906154;1998-05-05;9999-10-01;2005-08-06;3428,130846
43389;"N";NA;56;12;"M";"HGH";"PVE";"F";639,608;2004-01-01;2004-11-01;2004-11-18;0
43391;"N";NA;34;4;"M";"HGH";"PVE";"F";205,5538462;2008-09-01;2016-06-13;2012-12-25;2748,367615
43395;"N";NA;25;2;"S";"HGH";"RET";"F";197,9632308;2000-07-30;9999-10-01;2014-11-24;1368,337077
43396;"N";NA;34;2;"M";"BCR";"PVE";"F";462,9712308;2007-06-01;2014-11-10;2014-11-12;56,14776923
43402;"N";NA;43;10;"M";"HGH";"STE";"M";309,1769231;1974-12-01;1995-04-15;2007-04-23;358,6856154
43409;"N";NA;57;2;"W";"PRS";"RET";"F";161,3086923;1982-01-01;9999-10-01;2015-02-05;3532,757154
43411;"N";NA;44;11;"M";"BCR";"STE";"M";346,5853077;2006-05-01;1998-05-20;2005-07-14;608,0026154
43417;"N";NA;60;10;"M";"BCR";"RET";"F";240,9982308;1957-03-03;9999-10-01;2007-01-27;148,371
43419;"N";NA;50;1;"M";"HGH";"STE";"F";347,6923077;1995-01-01;2012-01-01;2015-10-26;275,2943846
43420;"N";NA;48;12;"M";"BCR";"PVE";"M";892,3996154;2002-07-15;2004-07-15;2004-08-02;3234,350462
43422;"N";NA;44;10;"M";"BCR";"STE";"M";375,1615385;2008-08-01;2008-09-01;2007-06-09;1435,526154
43424;"N";NA;33;3;"M";"HGH";"STE";"F";278,25;2007-02-01;9999-10-01;2014-03-06;104,8961538
43425;"N";NA;66;12;"M";"HGH";"RET";"M";376,9230769;1996-01-01;9999-10-01;2004-08-05;421,5346923
43428;"N";NA;75;10;"M";"HGH";"RET";"F";929,8396923;1942-07-23;9999-10-01;2006-10-27;798,5379231
43437;"N";NA;29;1;"S";"HGH";"PVE";"F";201,7923077;1988-04-17;2008-11-13;2015-10-19;2530,446923
43438;"N";NA;65;11;"M";"BCR";"PVE";"M";495,6257692;1987-08-01;1979-11-15;2005-11-07;2245,112846
43439;"N";NA;29;1;"S";"HGH";"PVE";"F";222,366;1988-01-08;2012-07-01;2015-10-20;3463,426462
43440;"N";NA;31;2;"M";"HGH";"PVE";"M";177,0092308;1986-06-15;2009-04-01;2015-07-01;1730,312385
43443;"N";NA;35;10;"M";"HGH";"PVE";"M";318,1751538;1982-05-22;2013-09-02;2007-03-01;579,3290769
43449;"N";NA;63;4;"M";"HGH";"RET";"M";289,6707692;1954-12-01;9999-10-01;2012-08-06;6599,526077
43453;"N";NA;30;5;"S";"HGH";"PVE";"M";335,4623846;1987-02-13;2013-12-01;2011-09-16;1413,493154
43454;"N";NA;43;15;"M";"BCR";"PVE";"M";670,0761538;2006-06-01;2002-03-01;2002-01-04;803,1463846
43456;"N";NA;64;1;"M";"PRS";"RET";"F";176,9230769;1980-06-01;2001-01-14;2015-10-28;133,054
43461;"N";NA;38;2;"S";"HGH";"PVE";"M";187,4307692;1979-09-18;2013-03-16;2014-07-29;445,6173077
43464;"N";NA;48;5;"M";"HGH";"STE";"F";170,7006154;2010-01-01;2005-06-20;2012-04-02;1889,861538
43466;"N";NA;58;12;"M";"HGH";"PVE";"M";339,0832308;1959-01-20;1982-05-13;2004-09-22;546,8707692
43467;"N";NA;71;11;"W";"HGH";"RET";"F";285,28;2011-01-01;2001-12-01;2006-06-22;3436,415385
43468;"N";NA;47;4;"M";"BCR";"STE";"M";447,8909231;1982-01-01;1995-12-04;2012-09-10;7514,014385
43470;"N";NA;35;8;"M";"HGH";"PVE";"F";210,5877692;1982-02-02;2015-03-01;2008-10-16;219,4670769
43471;"N";NA;63;11;"M";"BCR";"STE";"M";554,8538462;1994-08-31;1992-12-14;2005-09-15;22,07438462
43472;"N";NA;50;9;"M";"PRS";"PVE";"M";269,2307692;2000-08-01;2012-04-05;2007-09-19;1805,007231
43475;"N";NA;47;1;"M";"HGH";"PVE";"F";162,4692308;1970-06-29;9999-10-01;2015-10-13;104,8801538
43478;"N";NA;40;11;"M";"HGH";"PVE";"F";210,0176923;2010-05-01;9999-10-01;2005-09-21;2338,753692
43492;"N";NA;34;1;"M";"HGH";"PVE";"M";396,7111538;1983-07-05;2013-03-15;2015-08-17;325,8963077
43493;"N";NA;51;1;"M";"HGH";"STE";"F";238,4615385;1988-01-01;1995-01-01;2015-10-29;291,9343846
43494;"N";NA;29;8;"M";"HGH";"PVE";"M";325,5076923;1988-01-02;2009-06-08;2009-06-30;1118,025923
43498;"N";NA;64;2;"M";"HGH";"RET";"F";211,5384615;2000-01-01;2000-04-22;2015-02-03;2612,209462
43507;"N";NA;48;6;"M";"BCR";"STE";"M";317,3118462;1996-01-01;2011-01-20;2010-08-04;1686,482923
43509;"N";NA;55;8;"D";"HGH";"PVE";"F";172,9323077;1989-01-01;9999-10-01;2008-07-28;1007,560231
43512;"N";NA;70;2;"W";"HGH";"RET";"F";132,4782308;1947-05-13;9999-10-01;2014-12-29;123,1763077
43515;"N";NA;57;1;"M";"SEC";"STE";"M";292,3076923;1960-01-02;1984-06-01;2015-10-29;169,3216923
43519;"N";NA;22;1;"S";"HGH";"PVE";"M";192,3076923;1995-07-18;2014-10-01;2015-10-23;219,4629231
43525;"N";NA;62;11;"M";"HGH";"RET";"F";182,0359231;1972-09-02;9999-10-01;2006-06-28;2038,469538
43530;"N";NA;53;8;"M";"HGH";"STE";"M";369,2307692;1964-01-09;2004-12-11;2008-08-20;108,7938462
43535;"N";NA;36;8;"S";"BCR";"PVE";"F";1497,435923;1993-08-01;2010-05-05;2008-09-09;2860,954385
43537;"N";NA;43;1;"M";"BCR";"PVE";"M";292,3076923;2009-01-01;2007-01-01;2015-10-21;171,0559231
43540;"N";NA;54;10;"M";"BCR";"STE";"F";380,7692308;2014-10-01;1987-01-01;2006-11-20;169,617
43541;"N";NA;49;9;"S";"HGH";"STE";"F";263,6086923;2013-02-01;2010-04-01;2008-03-31;2771,509692
43543;"N";NA;37;13;"D";"HGH";"STE";"F";321,5923077;2003-05-03;1999-08-02;2003-10-16;579,1165385
43545;"N";NA;44;12;"M";"BCR";"STE";"F";508,5230769;2006-01-01;2005-04-21;2005-04-25;356,435
43546;"N";NA;51;12;"M";"HGH";"PVE";"F";199;1991-08-25;2002-01-01;2004-11-06;3873,075846
43547;"N";NA;50;1;"M";"HGH";"STE";"F";223,0769231;2003-01-01;2000-01-01;2015-10-21;291,3263846
43550;"N";NA;52;13;"M";"BCR";"STE";"M";417,6230769;1986-08-01;1997-02-01;2004-01-28;3506,420077
43551;"N";NA;68;11;"M";"BCR";"RET";"M";539,7868462;2002-05-09;9999-10-01;2005-07-19;4467,34
43553;"N";NA;60;3;"M";"HGH";"PVE";"M";230,7692308;1957-04-30;2007-02-01;2013-07-26;251,9392308
43556;"N";NA;64;9;"W";"HGH";"RET";"F";232,8660769;1995-01-01;9999-10-01;2008-06-20;0
43557;"N";NA;57;11;"M";"HGH";"RET";"F";148,9953846;1994-12-20;9999-10-01;2005-09-16;3015,274769
43562;"N";NA;39;12;"S";"BCR";"PVE";"M";175,6307692;1978-05-09;2010-03-17;2005-06-28;1842,061923
43563;"N";NA;31;10;"M";"HGH";"PVE";"F";215,3846154;2008-01-01;9999-10-01;2007-01-29;236,84
43567;"N";NA;62;3;"M";"HGH";"RET";"F";215,3846154;1985-01-01;1999-04-03;2014-01-14;286,3624615
43568;"N";NA;41;2;"M";"HGH";"PVE";"F";187,6;1976-04-05;2015-10-01;2015-06-10;52,914
43571;"N";NA;27;1;"S";"HGH";"PVE";"F";215,3846154;2010-05-01;2014-03-01;2015-10-19;150,1882308
43572;"N";NA;31;1;"M";"HGH";"PVE";"M";210,0075385;1986-04-03;2015-11-09;2015-10-27;215,9759231
43574;"N";NA;59;1;"W";"HGH";"STE";"F";230,7692308;1979-06-01;1991-06-01;2015-10-23;102,5171538
43576;"N";NA;47;6;"M";"HGH";"PVE";"M";346,5486154;1970-11-18;2007-12-11;2010-08-23;3175,334077
43578;"N";NA;63;10;"M";"BCR";"RET";"F";158,8698462;1983-06-01;9999-10-01;2006-10-17;971,6393846
43584;"N";NA;50;15;"M";"HGH";"PVE";"M";358,6036154;1982-02-26;2004-11-01;2001-10-31;5190,837231
43585;"N";NA;39;9;"M";"HGH";"PVE";"F";430,7692308;1998-01-01;2008-07-05;2007-09-25;133,6807692
43586;"N";NA;54;12;"M";"BCR";"STE";"M";321,4461538;1963-11-19;2008-09-02;2004-12-17;1948,683538
43589;"N";NA;70;11;"M";"BCR";"RET";"M";267,6086923;1974-01-01;9999-10-01;2006-02-14;3559,186077
43594;"N";NA;48;4;"D";"HGH";"PVE";"F";376,9230769;2000-01-01;2008-12-16;2013-05-28;5751,234462
43597;"N";NA;65;5;"M";"HGH";"RET";"F";188,1713846;1952-12-24;1997-07-06;2012-04-18;421,5346923
43598;"N";NA;45;1;"M";"HGH";"STE";"F";330,7692308;2005-01-01;2010-01-01;2015-10-24;121,7748462
43600;"N";NA;47;10;"M";"BCR";"STE";"F";514,4307692;2013-11-10;1996-04-01;2006-11-29;4898,130769
43602;"N";NA;56;12;"M";"HGH";"PVE";"M";677,7273077;1961-08-05;1985-06-13;2005-02-07;0
43603;"N";NA;51;6;"M";"HGH";"STE";"F";230,7692308;1998-08-01;1996-06-17;2010-11-08;217,2047692
43606;"N";NA;65;1;"W";"HGH";"RET";"F";186,7846154;1952-02-15;9999-10-01;2015-10-22;161,9801538
43607;"N";NA;41;11;"M";"HGH";"PVE";"M";269,2307692;1992-01-01;2005-09-01;2005-10-13;0
43608;"N";NA;58;11;"M";"HGH";"PVE";"M";340,3846154;1959-05-27;2012-01-20;2005-09-01;689,6356154
43610;"N";NA;46;1;"M";"HGH";"PVE";"F";196,8538462;1999-12-26;2014-11-13;2015-11-02;2050,959923
43614;"N";NA;37;1;"S";"HGH";"PVE";"M";273,3;1980-09-16;2008-11-01;2015-10-22;2121,053692
43625;"N";NA;45;6;"W";"BCR";"PVE";"F";315,175;2000-01-01;2011-04-14;2010-10-11;2159,001615
43627;"N";NA;56;9;"D";"HGH";"STE";"M";219,0626154;1961-09-05;2001-12-08;2007-11-06;0
43628;"N";NA;38;3;"S";"HGH";"PVE";"M";187,2615385;2003-01-01;2005-02-26;2013-07-08;4274,814538
43635;"N";NA;50;13;"M";"BCR";"STE";"F";355,7615385;2005-10-29;1994-09-14;2004-07-05;1286,605308
43636;"N";NA;28;4;"S";"HGH";"PVE";"M";164,4384615;2003-02-01;2014-05-01;2013-05-09;1303,678231
43641;"N";NA;47;11;"M";"HGH";"PVE";"M";366,6880769;2006-09-15;1994-10-07;2006-05-30;911,7519231
43648;"N";NA;47;8;"D";"HGH";"PVE";"F";194,6153846;2005-10-04;2007-05-01;2008-12-02;5382,876385
43653;"N";NA;51;1;"S";"HGH";"PVE";"M";192,3862308;1966-07-10;2008-02-01;2015-10-15;186,8224615
43655;"N";NA;69;14;"W";"HGH";"RET";"F";386,1993077;2007-05-15;9999-10-01;2002-08-27;2135,511462
43656;"N";NA;62;1;"M";"HGH";"RET";"M";255,3538462;1985-05-01;9999-10-01;2015-11-02;2212,467462
43657;"N";NA;44;14;"M";"BCR";"PVE";"M";737,4144615;2011-01-01;2008-07-01;2003-05-28;7792,010308
43664;"N";NA;55;7;"M";"HGH";"PVE";"F";330,4769231;2008-11-24;2010-03-03;2010-03-04;279,0099231
43669;"N";NA;43;10;"M";"HGH";"PVE";"M";238,5489231;1987-05-01;2007-01-09;2007-01-20;506,0642308
43678;"N";NA;29;4;"S";"HGH";"PVE";"F";168,0615385;1988-11-15;2011-03-01;2012-08-31;1705,897231
43680;"N";NA;34;4;"S";"BCR";"PVE";"F";178,6538462;1983-04-28;2004-09-04;2013-04-02;2065,599
43681;"N";NA;47;11;"M";"BCR";"STE";"M";624,5866923;2001-08-18;1991-06-04;2005-07-15;2254,291231
43682;"N";NA;60;1;"S";"HGH";"RET";"F";216,4550769;1966-08-19;9999-10-01;2015-10-29;14,55461538
43684;"N";NA;44;12;"M";"BCR";"PVE";"M";616,1692308;1999-06-30;2013-11-01;2004-10-06;0
43691;"N";NA;27;6;"S";"HGH";"PVE";"M";216,066;1990-09-04;2012-05-01;2011-05-24;5501,945077
43692;"N";NA;40;3;"M";"HGH";"STE";"F";165,356;2009-04-01;2013-05-22;2014-03-18;3594,784154
43699;"N";NA;38;3;"M";"BCR";"STE";"F";377,6307692;1985-05-01;2004-09-01;2014-05-21;1686,138692
43702;"N";NA;43;11;"M";"BCR";"PVE";"F";627,7846154;2014-04-29;2014-07-28;2005-07-30;1173,863615
43703;"N";NA;51;10;"M";"HGH";"STE";"F";307,6923077;2003-03-01;1987-01-01;2006-09-21;297,0282308
43704;"N";NA;41;12;"M";"HGH";"PVE";"M";338,9846154;1976-01-30;2004-12-23;2005-01-04;4023,952462
43711;"N";NA;28;3;"S";"HGH";"PVE";"M";178,6461538;1989-04-20;2015-02-01;2013-07-04;2855,226615
43712;"N";NA;62;12;"M";"HGH";"RET";"M";326,4297692;1988-01-01;9999-10-01;2004-09-13;220,4277692
43718;"N";NA;35;1;"S";"HGH";"PVE";"F";203,0769231;1994-01-01;2013-01-21;2015-10-26;2897,386923
43721;"N";NA;28;1;"S";"HGH";"STE";"F";175,3791538;9999-10-01;2015-10-12;2015-10-12;138,4110769
43722;"N";NA;33;10;"M";"HGH";"PVE";"M";297,3786923;1984-08-29;2014-12-01;2007-02-01;0
43723;"N";NA;36;2;"M";"HGH";"STE";"M";184,2846154;2011-06-01;2014-04-01;2015-06-01;1888,136615
43727;"N";NA;34;8;"S";"HGH";"PVE";"M";204,6307692;2010-11-20;2011-03-02;2009-04-01;4107,075154
43735;"N";NA;63;9;"M";"HGH";"RET";"M";218,2249231;1975-10-15;9999-10-01;2008-06-10;4203,575923
43739;"N";NA;30;4;"S";"HGH";"PVE";"M";173,0769231;1987-07-17;2014-12-15;2013-06-11;2974,681846
43743;"N";NA;59;10;"M";"BCR";"STE";"M";350,0982308;1996-09-15;2000-12-01;2006-09-06;6715,595154
43745;"N";NA;26;1;"S";"HGH";"PVE";"M";275,5846154;1991-11-14;2013-10-01;2015-09-11;103,6811538
43748;"N";NA;56;12;"M";"HGH";"STE";"F";290,5250769;2004-12-01;1980-05-01;2004-10-25;224,1395385
43749;"N";NA;60;12;"M";"HGH";"PVE";"F";196,0230769;1986-01-01;2012-04-01;2005-04-04;4389,830692
43755;"N";NA;35;1;"M";"PRS";"PVE";"M";222,6461538;2000-03-01;2007-04-01;2015-10-27;3833,119615
43756;"N";NA;63;12;"M";"HGH";"SFE";"F";367,2600769;1990-09-01;2015-03-01;2005-07-05;813,8749231
43761;"N";NA;58;14;"D";"HGH";"PVE";"F";183,0769231;1975-07-01;2011-05-28;2002-10-31;4234,171308
43770;"N";NA;69;10;"W";"HGH";"RET";"F";273,1969231;1948-10-13;9999-10-01;2006-09-19;5110,355923
43772;"N";NA;44;11;"S";"BCR";"PVE";"F";307,6923077;2012-09-01;2011-05-01;2005-08-09;1870,898769
43774;"N";NA;61;13;"M";"BCR";"STE";"M";871,1520769;1973-01-01;2012-09-04;2003-08-27;837,0140769
43778;"N";NA;54;2;"M";"HGH";"PVE";"M";385,8076923;2012-05-09;1982-08-09;2014-07-29;128,4933846
43782;"N";NA;30;3;"S";"BCR";"PVE";"M";953,2153846;2014-10-01;2014-01-03;2014-02-10;528,4911538
43789;"N";NA;31;1;"S";"HGH";"STE";"M";292,3076923;1986-02-12;2013-01-01;2015-10-26;160,5153077
43793;"N";NA;58;11;"M";"BCR";"STE";"M";532,4538462;1981-09-01;1979-07-09;2005-09-22;2997,746385
43796;"N";NA;62;12;"M";"BCR";"PVE";"M";452,7076923;1962-07-12;2010-06-25;2004-10-11;2774,641769
43801;"N";NA;33;10;"M";"HGH";"PVE";"M";346,1538462;2008-01-01;2005-11-01;2006-09-16;272,4766154
43803;"N";NA;40;2;"M";"HGH";"PVE";"F";615,3846154;2009-01-01;1994-01-01;2014-10-03;194,6890769
43812;"N";NA;43;10;"M";"HGH";"PVE";"M";297,2846154;2011-06-01;9999-10-01;2006-10-21;127,5263846
43814;"N";NA;53;9;"M";"HGH";"STE";"F";257,7923077;1995-01-01;1989-10-25;2007-09-26;371,2106154
43815;"N";NA;51;1;"M";"HGH";"PVE";"F";230,7692308;1985-01-01;2010-04-01;2015-11-02;179,9774615
43818;"N";NA;38;13;"M";"BCR";"STE";"M";244,5304615;1979-09-14;2013-02-01;2004-02-18;5827,497308
43822;"N";NA;30;3;"S";"HGH";"PVE";"M";377,5;1987-06-28;2013-10-07;2013-10-04;4710,850077
43825;"N";NA;40;11;"M";"HGH";"PVE";"M";486,9783846;2000-03-14;2008-08-01;2006-01-27;4183,757538
43827;"N";NA;65;10;"M";"PRS";"RET";"F";197,9904615;1952-01-16;9999-10-01;2006-09-06;436,7681538
43828;"N";NA;25;3;"S";"HGH";"PVE";"F";351,0568462;1992-06-29;2015-04-01;2014-02-03;3498,169462
43831;"N";NA;54;5;"M";"HGH";"PVE";"M";165,1104615;1963-03-28;2014-02-01;2012-05-23;841,917
43835;"N";NA;45;12;"M";"HGH";"PVE";"F";1218,715385;2011-11-13;2014-01-28;2005-04-01;4624,275154
43836;"N";NA;61;1;"D";"BCR";"STE";"F";289,5033077;1956-11-04;2008-08-25;2015-10-28;313,0651538
43841;"N";NA;35;12;"M";"HGH";"PVE";"M";373,6923077;2004-07-15;2003-01-15;2005-05-10;2142,334538
43846;"N";NA;45;5;"M";"HGH";"PVE";"F";176,3923077;1988-01-01;2009-06-01;2012-06-19;912,5094615
43848;"N";NA;57;5;"W";"HGH";"STE";"F";415,3846154;1987-01-01;1982-08-19;2012-02-21;241,2833846
43849;"N";NA;57;9;"M";"HGH";"STE";"F";236,8890769;1985-05-01;2009-07-13;2007-11-12;5080,301846
43851;"N";NA;54;15;"M";"BCR";"PVE";"M";3537,507692;2007-05-01;2002-01-03;2001-09-17;0
43852;"N";NA;62;1;"M";"HGH";"STE";"M";224,3;1967-01-01;2015-10-19;2015-10-26;0
43857;"N";NA;54;1;"M";"BCR";"STE";"F";400;1990-10-10;1986-03-13;2015-10-22;324,487
43859;"N";NA;46;11;"D";"PHD";"STE";"F";586,7856923;1971-07-04;2013-02-01;2005-08-30;0
43862;"N";NA;55;10;"M";"BCR";"PVE";"M";4817,607615;2007-10-01;2004-02-13;2007-06-18;8613,155231
43870;"N";NA;38;11;"S";"BCR";"STE";"F";399,1232308;1980-03-15;2002-08-28;2006-01-27;1395,049538
43871;"N";NA;44;1;"S";"HGH";"PVE";"M";230,7692308;1995-06-10;1998-05-01;2015-10-27;252,822
43874;"N";NA;53;3;"M";"BCR";"PVE";"M";269,2307692;1999-01-01;2003-09-17;2014-01-09;145,3690769
43879;"N";NA;34;9;"M";"HGH";"PVE";"M";188,4615385;1983-10-15;2012-04-01;2008-05-05;806,0113077
43880;"N";NA;49;9;"M";"BCR";"PVE";"M";347,6076923;1997-06-01;9999-10-01;2008-02-29;604,2613846
43883;"N";NA;43;2;"M";"BCR";"STE";"M";391,8076923;2010-01-01;2013-04-04;2014-07-09;1657,907692
43886;"N";NA;69;8;"M";"HGH";"RET";"M";356,2440769;2008-03-23;1994-04-13;2009-01-24;2638,611538
43890;"N";NA;39;11;"M";"HGH";"PVE";"M";178,5013077;1997-10-05;2014-03-01;2006-01-11;4116,213462
43893;"N";NA;34;1;"S";"MAS";"STE";"F";325,6166154;2013-06-01;2010-11-10;2015-10-19;535,1635385
43895;"N";NA;63;13;"M";"BCR";"RET";"M";277,2338462;2005-05-14;9999-10-01;2004-03-17;6499,767462
43896;"N";NA;35;2;"M";"HGH";"PVE";"F";487,5692308;2008-03-28;2008-03-03;2014-12-25;2683,807077
43901;"N";NA;50;13;"M";"BCR";"STE";"M";858,4058462;2008-11-15;1995-10-26;2003-08-28;2086,373615
43907;"N";NA;50;12;"S";"BCR";"SFE";"F";307,6923077;1967-07-01;2003-04-22;2004-10-01;3872,539077
43917;"N";NA;51;1;"S";"HGH";"RET";"M";161,2013846;1966-11-20;9999-10-01;2015-10-02;163,1508462
43918;"N";NA;66;14;"W";"BCR";"RET";"F";172,5499231;1986-04-26;9999-10-01;2003-02-03;1968,300462
43926;"N";NA;61;2;"M";"BCR";"STE";"F";310,3769231;2015-01-01;1984-01-01;2015-01-15;2316,886538
43927;"N";NA;31;2;"S";"BCR";"STE";"M";383,787;1986-02-21;2013-03-04;2015-01-28;2897,610923
43933;"N";NA;36;2;"M";"HGH";"PVE";"M";186,7538462;2014-05-01;2007-01-01;2014-10-21;76,92307692
43934;"N";NA;28;3;"S";"HGH";"PVE";"M";297,6538462;1989-05-24;2013-09-17;2013-09-25;0
43937;"N";NA;26;1;"S";"HGH";"PVE";"F";292,3076923;1991-06-22;2012-12-06;2015-10-21;64,93353846
43939;"N";NA;56;9;"M";"BCR";"STE";"F";326,034;1996-05-15;2006-09-01;2008-05-20;1992,390692
43940;"N";NA;65;5;"W";"HGH";"RET";"M";158,1264615;1952-08-19;9999-10-01;2012-03-12;730,1581538
43942;"N";NA;48;10;"M";"HGH";"STE";"F";224,0099231;1993-01-25;2011-09-09;2006-08-25;3779,211923
43945;"N";NA;47;10;"M";"HGH";"PVE";"F";302,1153846;2006-09-07;2006-11-01;2006-11-22;1705,897231
43953;"N";NA;32;1;"S";"HGH";"PVE";"M";461,5384615;1985-05-01;2015-03-02;2015-10-23;2720,414692
43956;"N";NA;47;1;"M";"HGH";"PVE";"M";353,2307692;1970-05-19;2014-01-01;2015-11-02;2078,691231
43957;"N";NA;40;1;"M";"HGH";"PVE";"F";287,1377692;1980-01-01;9999-10-01;2015-07-06;295,2693846
43970;"N";NA;41;4;"M";"HGH";"PVE";"F";192,3307692;2006-12-31;2012-04-01;2012-07-22;1991,895
43977;"N";NA;48;12;"M";"HGH";"STE";"M";405,1;1969-05-05;1992-03-04;2004-08-23;2711,205
43982;"N";NA;35;1;"M";"PRS";"PVE";"M";195,8615385;1982-08-22;9999-10-01;2015-10-21;4064,209462
43984;"N";NA;48;10;"M";"HGH";"PVE";"F";282,0835385;1988-01-01;2008-04-01;2006-10-28;150,7203077
43990;"N";NA;25;1;"S";"HGH";"PVE";"M";253,8461538;2014-02-02;2015-01-17;2015-10-22;235,9266154
