AGE;YEARS_WITH_BANK;MARITAL_STATUS;EDUCATION;EMPLOYMENT;GENDER;INCOME;ADDRESS_DATE;JOB_DATE;WITH_BANK_DATE;BALANCE
72;5;M;HGH;RET;M;212.52;2009-01-01;;2012-04-27;1580.77
40;4;M;HGH;PVE;M;233.33;1977-05-07;2012-10-01;2012-10-23;6153.85
37;9;S;BCR;PVE;M;382.85;1983-01-01;2007-11-01;2007-12-03;4615.38
38;9;S;HGH;STE;M;417.81;2005-01-21;2003-02-01;2007-10-08;5757.32
29;9;M;HGH;PVE;F;246.92;2010-01-01;2007-07-02;2007-08-06;5694.91
59;2;M;HGH;SFE;M;168.75;1958-10-08;;2014-12-10;2307.69
51;13;M;HGH;STE;F;347.49;1987-06-01;1985-10-04;2003-10-16;1314.63
35;0;M;BCR;PVE;F;307.69;2004-01-01;2014-07-01;2016-10-06;475.38
50;4;M;HGH;STE;M;431.24;1991-11-17;2002-11-01;2013-03-29;2307.69
38;13;S;BCR;STE;F;401.28;1993-05-01;2008-11-10;2003-11-11;4615.38
58;0;M;HGH;RET;F;305.38;1985-06-01;2001-12-25;2016-10-07;233.72
65;2;M;HGH;RET;F;279.26;2008-01-01;1999-11-09;2014-08-22;641.46
39;11;M;HGH;PVE;F;448.4;1978-03-07;2013-11-01;2005-10-11;4615.38
33;6;M;BCR;STE;M;471.07;1992-06-01;2010-10-12;2010-10-14;3946.15
66;10;M;HGH;RET;F;188.81;1980-02-10;;2006-09-06;1817.88
62;10;M;HGH;RET;M;234.19;1987-08-15;;2006-07-07;2307.69
43;0;M;HGH;STE;F;284.62;1994-03-15;2000-09-21;2016-10-06;372.78
70;3;M;HGH;RET;M;210.86;2000-01-01;;2013-08-16;2213.08
44;10;M;HGH;PVE;F;541.18;2009-10-13;2006-10-01;2006-10-02;538.46
23;3;S;HGH;PVE;M;284.44;1994-08-05;2014-09-01;2013-11-18;4615.38
54;12;M;HGH;PVE;M;295.52;1994-04-10;2014-02-01;2004-10-14;1372.11
29;5;S;HGH;PVE;F;171.53;2009-12-23;2011-06-01;2012-05-28;2335.62
46;9;M;BCR;STE;F;558.15;2014-01-01;2008-10-15;2008-06-25;572.68
62;12;M;HGH;RET;M;307.56;1975-08-15;;2004-11-18;1738.85
36;12;S;HGH;PVE;M;174.36;1981-07-02;2011-11-01;2005-03-14;1153.85
29;4;S;HGH;PVE;M;166.71;1988-02-20;2009-07-22;2012-11-01;1037.16
67;0;M;HGH;RET;F;211.5;1975-12-05;;2016-10-03;0.0
37;10;M;HGH;STE;F;304.29;1999-07-31;2004-03-01;2006-10-21;4829.09
66;5;M;HGH;RET;M;334.17;2004-09-27;;2011-07-25;5216.54
69;15;W;BCR;RET;F;326.82;2005-07-07;;2002-02-22;869.42
46;11;M;HGH;STE;M;408.28;1996-05-20;2002-11-18;2006-02-27;2307.69
35;1;M;BCR;PVE;F;274.59;2014-01-01;2015-09-21;2016-02-09;2307.69
33;5;M;HGH;PVE;F;207.0;2010-01-01;2012-10-05;2011-11-04;2307.69
65;11;M;HGH;RET;M;200.96;1963-04-16;;2005-11-02;4189.04
39;11;M;BCR;STE;M;766.34;1978-07-11;2005-08-01;2005-10-11;2307.69
52;2;M;HGH;PVE;F;196.44;2005-03-01;2008-09-16;2014-12-19;161.54
66;11;M;HGH;RET;F;216.54;2008-10-21;;2005-07-11;238.0
57;8;M;HGH;PVE;F;176.92;1998-01-01;2013-08-01;2008-12-23;1561.33
69;12;W;HGH;RET;F;716.73;2008-06-01;;2005-03-22;5370.66
59;4;W;HGH;RET;F;423.08;1986-01-01;2000-05-15;2013-06-20;261.38
45;13;S;BCR;PVE;F;1922.68;2001-07-13;2002-05-19;2003-07-10;2307.69
43;10;M;HGH;PVE;F;230.77;1994-01-01;2016-09-01;2007-01-09;309.74
37;10;D;BCR;PVE;F;231.13;2008-05-01;2008-09-20;2007-04-18;2307.69
41;13;M;HGH;PVE;M;661.81;2006-05-07;2016-01-01;2004-02-23;2307.69
40;14;M;HGH;PVE;M;186.92;2012-02-01;2002-02-15;2003-03-14;632.31
40;11;M;BCR;PVE;M;1992.53;1996-10-01;2005-11-01;2005-12-08;15384.62
38;0;M;BCR;STE;F;382.23;2005-01-01;2008-10-24;2016-10-06;2307.69
70;15;M;HGH;RET;M;921.99;1980-01-01;;2001-10-19;790.38
49;13;M;HGH;PVE;M;431.72;1968-06-26;2005-07-01;2004-05-27;801.63
65;11;M;BCR;RET;M;331.97;2010-10-19;;2005-08-05;5366.71
54;11;M;HGH;PVE;F;451.08;1987-05-29;2006-06-07;2005-07-20;1632.85
33;0;M;HGH;STE;M;307.03;1984-07-07;2012-12-01;2016-09-15;2085.88
55;1;M;HGH;SFE;M;462.23;1986-01-01;2008-02-03;2015-12-21;2397.94
53;10;M;BCR;STE;F;309.45;2002-12-31;1986-07-09;2007-03-02;2475.3
29;7;S;BCR;PVE;F;461.63;1988-06-20;2015-02-01;2009-09-07;6616.99
60;0;M;HGH;STE;M;323.08;1970-10-15;2005-09-01;2016-10-06;237.61
37;11;M;HGH;PVE;F;371.2;1980-11-10;2005-09-18;2005-08-08;1291.79
47;11;M;BCR;STE;M;458.04;1970-07-22;2003-04-14;2005-09-15;2307.69
50;12;M;HGH;STE;F;193.85;1984-04-10;1988-05-01;2005-05-23;2307.69
42;10;M;HGH;PVE;F;168.36;2000-01-01;2006-06-06;2006-12-01;2307.69
69;0;D;HGH;RET;F;187.16;2002-01-01;;2016-10-06;1699.33
62;0;M;BCR;RET;F;269.23;2006-10-10;2001-12-25;2016-10-07;396.07
62;10;M;BCR;RET;M;472.0;1999-12-01;;2006-11-08;637.05
27;2;S;HGH;PVE;M;194.62;2001-12-31;2014-02-01;2014-10-24;2307.69
63;13;W;HGH;RET;F;231.96;1986-06-01;;2004-01-08;382.23
54;11;W;HGH;STE;M;220.85;1965-12-31;1987-03-02;2005-09-01;6538.46
45;3;M;HGH;PVE;M;366.62;2012-01-01;2015-05-12;2013-12-19;475.12
37;10;M;HGH;PVE;M;527.79;1982-01-01;2006-10-01;2006-10-02;1153.85
30;9;S;HGH;PVE;F;605.38;2012-01-01;2010-01-01;2008-02-28;7692.31
57;0;M;HGH;STE;M;951.09;2005-05-01;1982-02-24;2016-10-06;790.38
71;7;S;HGH;RET;M;213.66;1946-11-23;;2010-03-29;2213.08
29;7;S;HGH;PVE;M;502.88;2003-08-05;2009-11-01;2009-11-27;7449.59
46;11;M;HGH;STE;M;321.05;2003-06-01;1996-06-01;2005-07-08;3612.44
28;11;S;BCR;PVE;F;441.63;2013-01-01;2015-02-01;2006-03-29;961.54
54;12;W;HGH;PVE;F;417.02;1970-07-01;1984-07-17;2005-07-01;2970.35
62;11;M;HGH;RET;F;319.72;1998-09-10;;2005-07-20;1998.28
59;2;W;HGH;STE;M;749.98;1989-05-01;1989-06-26;2014-08-28;7692.31
61;3;M;HGH;RET;F;154.36;2004-12-12;;2014-02-17;1185.58
67;13;M;BCR;RET;M;283.45;2005-04-22;;2004-03-16;1975.96
60;3;M;MAS;RET;M;628.92;2003-01-01;;2013-08-27;5680.76
48;0;M;PRS;PVE;F;333.93;1994-03-20;2015-06-22;2016-10-06;4615.38
46;1;M;HGH;STE;F;309.02;2015-01-01;1990-06-26;2016-05-30;0.0
55;15;M;HGH;PVE;F;767.64;1984-05-13;2002-04-16;2002-04-22;4769.23
53;2;M;HGH;STE;M;296.22;1964-10-18;1995-06-01;2015-06-06;1402.28
28;1;M;PRS;PVE;M;327.98;2014-01-01;2016-04-01;2016-06-02;2307.69
46;0;M;HGH;PVE;F;189.18;1991-09-04;;2016-10-04;4615.38
63;13;M;BCR;STE;M;1453.09;2004-07-30;2011-09-16;2004-06-05;4615.38
48;11;M;PRS;PVE;F;192.31;2012-12-31;2015-07-06;2005-08-08;2307.69
69;0;S;HGH;RET;F;223.81;1948-07-16;;2016-10-06;4939.9
57;11;S;BCR;STE;F;682.31;2004-01-01;2006-05-08;2006-03-22;2307.69
47;2;M;HGH;PVE;M;306.94;1986-01-01;2014-10-16;2014-10-10;2307.69
63;11;M;BCR;RET;F;156.27;1986-01-01;;2005-11-07;3025.59
47;11;M;HGH;PVE;F;230.77;1983-04-11;2014-01-01;2005-12-06;2307.69
65;11;M;BCR;STE;F;420.54;1980-01-01;1997-06-18;2005-10-04;1756.28
62;12;M;HGH;RET;M;205.72;1987-01-01;;2005-03-16;2307.69
25;1;M;HGH;PVE;M;212.05;1992-02-28;2011-09-01;2016-06-10;390.98
41;0;M;HGH;STE;M;315.38;2008-01-01;2003-01-01;2016-10-06;348.54
52;0;M;HGH;STE;M;768.14;1965-10-23;;2016-10-12;2307.69
40;13;M;BCR;PVE;M;221.83;1977-04-28;2002-04-01;2003-11-18;4276.81
29;1;S;PRS;PVE;M;344.39;1988-06-10;2009-10-01;2016-02-23;169.08
47;0;S;HGH;RET;F;219.23;2012-10-01;2001-12-28;2016-10-10;475.38
55;12;M;HGH;STE;M;446.15;;;2005-05-20;158.46
69;12;M;HGH;RET;M;310.71;1971-01-01;;2005-06-28;1580.77
27;1;S;HGH;PVE;M;269.24;1990-01-11;2015-08-20;2015-08-27;480.98
47;12;M;HGH;SFE;F;232.87;1996-12-22;2007-04-09;2004-12-28;4005.37
45;0;D;BCR;PVE;F;204.77;1993-01-01;2008-01-01;2016-10-14;2307.69
63;11;S;HGH;STE;M;350.58;1974-05-01;1976-01-04;2005-11-03;154.42
67;9;W;HGH;RET;F;271.16;1980-09-01;;2007-08-23;2805.87
59;13;M;BCR;STE;M;813.35;1989-05-01;1983-06-01;2003-10-01;2307.69
34;9;M;BCR;PVE;F;1158.22;2012-01-01;2016-01-01;2008-06-26;13846.15
51;6;M;BCR;PVE;F;553.85;2010-03-01;2004-02-01;2011-04-20;277.3
55;12;M;BCR;PVE;M;476.92;2006-10-01;2007-02-01;2005-05-16;709.75
26;2;S;HGH;PVE;M;263.49;1991-04-29;2014-04-01;2014-10-06;2134.04
59;0;M;HGH;STE;F;172.22;2010-01-01;2006-01-01;2016-10-12;1035.6
39;1;M;HGH;PVE;M;238.46;2010-02-24;2015-11-01;2015-11-25;453.0
66;9;S;HGH;RET;F;203.77;2008-06-01;;2008-05-20;4110.0
66;7;M;HGH;RET;M;309.01;1986-06-22;;2009-09-15;796.32
41;11;M;BCR;STE;F;273.15;1997-06-01;2002-12-16;2005-09-19;2900.71
32;0;M;BCR;PVE;F;1049.32;2006-07-16;;2016-10-10;3076.92
31;4;S;HGH;PVE;M;227.5;1988-06-01;2012-02-01;2013-05-14;2307.69
43;11;M;HGH;PVE;M;333.33;1974-06-09;2015-06-08;2006-05-29;2307.69
42;3;M;HGH;PVE;F;176.92;2005-06-01;;2014-03-27;456.95
40;6;M;HGH;PVE;M;1352.72;2000-10-01;2003-10-04;2011-06-02;8461.54
32;12;S;HGH;PVE;F;291.22;1996-01-01;2004-12-15;2004-12-14;7055.2
29;4;M;HGH;PVE;M;230.77;2013-01-01;2014-01-06;2012-12-21;934.98
63;10;M;HGH;RET;F;146.11;1999-01-01;;2006-11-04;2371.15
47;6;M;HGH;STE;M;553.85;2008-02-01;1991-09-15;2010-12-14;295.13
44;4;M;HGH;STE;M;674.94;2010-07-01;1995-05-15;2012-12-17;969.49
57;9;S;HGH;STE;F;390.52;2007-12-25;2011-05-16;2008-06-23;2307.69
50;0;D;HGH;STE;F;191.92;2010-02-02;1988-12-05;2016-10-11;1538.46
34;0;S;HGH;PVE;M;171.69;1997-01-01;2016-04-04;2016-10-10;565.16
55;11;D;BCR;STE;M;445.48;1983-05-01;2010-12-15;2005-08-30;2307.69
51;12;M;HGH;STE;M;565.22;1969-01-01;1991-07-01;2005-05-12;6799.89
73;0;M;HGH;RET;M;155.77;1944-08-10;;2016-10-10;1185.58
62;7;W;HGH;RET;F;162.64;2014-01-01;;2010-03-02;4347.12
34;2;M;HGH;PVE;M;285.55;1983-11-26;2014-04-11;2015-04-06;3452.01
25;4;S;HGH;PVE;M;225.75;1992-08-18;2013-05-20;2013-06-13;2804.55
63;9;W;HGH;RET;F;212.05;1980-12-31;;2007-11-16;2371.15
69;11;M;BCR;RET;M;383.82;1975-01-01;;2006-05-26;4505.19
50;13;D;BCR;PVE;M;278.54;1974-08-17;2014-11-15;2004-06-14;2493.55
58;11;D;BCR;PVE;F;2090.09;2006-09-01;2006-03-01;2006-06-22;2307.69
51;12;M;BCR;PVE;M;196.42;1966-12-13;2014-05-01;2005-04-28;2428.34
60;0;M;HGH;PVE;M;213.86;1957-07-22;2013-06-06;2016-09-30;4615.38
49;12;D;HGH;STE;M;439.21;2011-03-01;1996-12-01;2005-06-27;2307.69
45;2;M;HGH;PVE;F;185.85;2000-01-01;2015-03-01;2014-11-13;2307.69
22;0;S;HGH;PVE;M;253.85;2015-02-24;2016-02-01;2016-10-13;276.28
67;1;W;HGH;RET;F;226.18;1965-01-01;;2015-10-15;1192.24
51;3;M;HGH;STE;F;550.99;1980-01-01;1995-05-12;2013-11-23;2307.69
54;6;D;HGH;STE;F;311.14;1972-08-18;1995-08-22;2010-07-29;1076.92
24;2;M;BCR;PVE;F;261.54;2014-09-10;2013-02-01;2014-08-18;322.68
68;4;M;HGH;RET;M;166.99;1978-08-01;;2012-10-31;1833.69
59;5;M;HGH;PVE;M;227.17;1958-08-02;2008-08-24;2012-06-08;6500.0
29;10;S;BCR;PVE;F;654.38;1995-01-01;2014-11-24;2006-12-10;7692.31
61;10;M;HGH;RET;F;213.75;1980-01-01;;2007-01-09;6289.42
59;0;M;HGH;PVE;M;381.2;1979-04-21;2016-07-01;2016-10-10;84.86
57;3;M;HGH;RET;F;151.4;1960-03-01;;2014-06-27;3083.88
55;9;M;HGH;STE;F;213.42;1989-05-01;2012-09-05;2008-03-31;4076.92
72;10;M;PRS;RET;F;267.72;1999-06-24;;2006-08-01;2924.42
39;12;S;BCR;PVE;M;773.29;1986-01-01;2016-09-01;2004-10-19;993.8
34;5;S;BCR;STE;F;357.46;1983-09-30;2012-12-24;2011-07-19;891.3
59;14;M;HGH;STE;M;363.79;1980-03-01;1983-07-25;2003-03-25;961.95
36;9;M;HGH;PVE;M;368.12;2007-01-01;2008-02-14;2007-08-23;7964.93
60;12;M;BCR;RET;F;260.92;1980-04-01;;2004-09-03;2307.69
42;4;S;HGH;PVE;M;168.98;1975-11-28;2007-12-01;2013-05-14;4307.69
29;14;M;HGH;PVE;F;168.81;1988-07-09;2014-03-01;2003-03-05;2307.69
64;9;M;HGH;PVE;M;269.89;1953-11-27;2007-06-11;2007-07-09;4334.93
51;8;M;BCR;STE;F;388.42;1992-08-15;;2009-02-03;2307.69
59;10;M;HGH;PVE;M;327.54;1984-05-01;2012-02-20;2006-07-21;7153.85
63;5;M;HGH;RET;F;204.66;1989-01-01;;2012-01-20;3335.42
38;6;S;BCR;PVE;M;276.92;2013-08-14;2015-06-15;2011-06-22;3846.15
47;2;M;HGH;PVE;M;167.1;1970-12-23;2016-04-01;2014-12-02;813.19
45;12;M;HGH;SFE;M;171.45;1995-06-15;2013-05-01;2005-06-16;2307.69
50;9;M;BCR;STE;M;867.72;2010-03-27;1998-05-11;2008-01-11;1805.29
68;6;W;HGH;RET;F;247.4;1966-06-01;1995-12-10;2010-09-22;2371.15
57;13;S;BCR;STE;F;499.68;2010-08-01;2004-06-01;2003-07-23;2307.69
58;12;M;BCR;RET;M;523.04;2008-12-08;;2005-03-29;1420.19
35;9;S;HGH;PVE;M;489.31;1982-02-11;2008-03-16;2007-10-23;3680.97
42;12;M;HGH;PVE;M;816.85;2008-08-22;2010-01-01;2005-02-16;9449.87
58;4;S;HGH;RET;F;174.12;2010-01-01;;2012-11-22;4347.12
28;2;S;HGH;PVE;F;372.95;1998-01-01;2014-08-01;2014-07-21;807.37
54;1;S;HGH;STE;M;348.36;1963-07-24;1997-05-23;2016-02-10;4615.38
63;13;M;HGH;RET;F;446.92;1992-09-01;;2004-01-22;7903.85
66;13;M;HGH;OTH;M;491.62;2009-11-27;;2003-07-28;2371.15
57;11;D;BCR;STE;F;1259.05;1990-08-01;2012-08-01;2005-09-17;8023.35
40;5;D;BCR;STE;F;217.92;1977-03-08;2004-09-06;2011-12-14;5039.43
23;4;S;HGH;PVE;M;260.93;1994-11-30;2014-06-01;2012-12-25;2093.39
38;10;M;HGH;STE;F;499.44;2010-01-01;2003-03-23;2006-07-06;7692.31
59;12;M;HGH;STE;F;239.05;1971-05-01;2000-07-04;2005-04-20;2307.69
62;0;M;BCR;RET;F;272.52;1985-01-01;;2016-10-13;2307.69
67;6;S;BCR;RET;M;211.96;2004-05-01;;2010-08-17;4426.15
27;0;S;HGH;PVE;M;203.85;1990-08-07;2016-02-01;2016-10-13;2307.69
60;0;W;HGH;RET;F;158.36;2010-05-01;;2016-07-20;2307.69
49;13;M;HGH;STE;M;380.25;1968-09-24;1987-07-16;2003-12-23;1219.79
63;1;M;BCR;STE;M;508.17;1987-10-01;2010-09-01;2016-06-07;2307.69
49;12;M;BCR;STE;F;379.3;2004-10-31;1996-02-01;2004-09-13;2307.69
39;12;M;HGH;STE;M;763.71;1978-03-14;2001-10-01;2005-03-24;9230.77
53;13;M;BCR;STE;F;395.35;1964-02-06;2006-03-01;2004-03-25;2307.69
69;0;M;HGH;RET;F;238.59;2006-06-30;;2016-10-12;395.19
59;8;M;HGH;STE;F;550.56;2000-12-31;1981-04-16;2009-01-31;4615.38
57;4;D;HGH;PVE;M;168.78;1984-04-01;2012-08-01;2013-04-29;2307.69
60;0;M;HGH;RET;M;303.08;2000-10-15;2001-12-28;2016-10-10;174.23
41;10;S;SEC;PVE;M;340.84;1976-05-05;2007-03-01;2006-09-15;7668.69
67;12;M;HGH;RET;F;319.03;1985-12-31;;2005-03-05;5370.66
35;2;D;HGH;PVE;F;181.32;1982-03-01;2014-10-10;2015-02-03;3501.31
44;3;S;HGH;PVE;M;170.02;1973-07-17;2013-05-02;2014-06-03;2307.69
60;11;M;BCR;STE;F;337.67;1984-10-13;1996-03-29;2005-11-11;2307.69
48;2;M;HGH;STE;F;233.85;1990-02-01;2005-06-17;2014-10-20;3418.05
50;13;M;HGH;STE;M;914.03;1967-09-24;1994-12-01;2004-06-17;7692.31
64;5;W;BCR;RET;F;224.4;2008-04-01;1996-12-15;2011-09-28;4900.38
29;4;S;HGH;STE;F;371.31;1988-12-03;2015-07-20;2012-11-14;1045.9
54;12;M;BCR;RET;M;367.32;2008-08-05;;2004-10-23;811.54
58;11;M;BCR;STE;F;1241.32;1995-09-01;2015-05-20;2005-09-27;4615.38
45;4;D;HGH;PVE;M;218.25;2000-09-01;2012-02-01;2012-08-03;2307.69
67;5;M;BCR;RET;F;272.43;1973-09-01;;2012-01-30;4362.92
63;1;M;HGH;RET;M;223.51;1969-01-01;;2015-07-07;1975.96
58;2;S;BCR;STE;F;400.0;1959-12-17;1986-08-11;2014-08-21;293.07
41;11;S;HGH;STE;F;330.8;1988-05-28;2003-06-16;2005-11-23;6573.17
26;0;S;HGH;PVE;M;221.73;1991-01-18;2016-02-01;2016-09-09;4615.38
72;10;D;HGH;RET;F;1669.08;2005-08-01;;2007-03-21;774.58
46;15;M;BCR;STE;M;1524.07;2011-05-01;2009-07-15;2002-02-06;13846.15
45;0;M;HGH;RET;F;184.62;2010-02-01;2001-12-29;2016-10-11;227.15
33;13;M;HGH;PVE;F;232.86;1990-09-01;2015-08-01;2003-09-09;4615.38
60;11;M;BCR;STE;F;464.61;1982-12-26;1993-02-01;2006-07-03;881.79
44;12;M;BCR;PVE;M;616.17;1999-06-30;2013-11-01;2004-10-06;2692.31
59;0;W;BCR;RET;F;384.62;1984-03-01;2001-12-31;2016-10-13;198.08
62;9;M;BCR;STE;M;346.42;1990-09-01;2006-09-16;2007-11-26;2307.69
32;9;M;HGH;SFE;F;192.31;2016-01-01;2014-10-23;2008-05-27;3140.98
65;12;D;HGH;RET;F;183.49;1991-11-01;;2005-06-30;1572.87
67;11;D;BCR;RET;F;283.04;1970-02-01;;2005-10-25;4742.31
37;6;S;HGH;PVE;M;538.67;1980-04-30;2005-05-23;2010-10-13;3849.78
55;4;M;BCR;STE;F;285.02;2012-08-01;1989-06-01;2013-03-15;4615.38
42;12;M;HGH;STE;F;305.8;1977-05-01;1996-07-10;2005-06-29;961.95
71;13;W;BCR;RET;F;494.4;2005-01-14;;2003-09-17;1422.69
41;11;M;HGH;STE;M;470.98;1994-04-01;1998-10-01;2005-09-01;7692.31
32;7;M;BCR;STE;F;664.98;2012-09-01;2012-06-01;2009-08-05;4615.38
67;12;M;HGH;RET;F;226.95;2001-01-15;;2005-06-24;418.9
47;10;M;BCR;STE;F;315.9;2000-10-01;2005-11-07;2006-09-06;1236.84
42;4;S;HGH;PVE;F;200.01;1975-07-30;2011-12-01;2012-10-10;975.83
32;11;M;HGH;PVE;M;276.79;2010-01-01;2015-06-01;2005-10-04;4615.38
48;8;M;BCR;STE;F;341.77;2006-01-07;2007-10-15;2009-06-22;4615.38
57;11;M;HGH;PVE;M;339.99;2005-01-01;1981-07-21;2005-08-18;5137.5
68;11;W;BCR;RET;F;308.04;1971-09-01;1998-01-01;2005-10-03;5366.71
53;12;M;HGH;STE;F;332.92;2004-01-01;1984-09-03;2005-05-05;160.33
24;3;S;HGH;PVE;M;514.04;1993-09-27;2014-12-01;2014-06-20;8764.22
63;2;W;HGH;RET;F;166.79;1980-01-01;;2014-10-21;2134.04
68;0;M;HGH;RET;F;264.13;1994-01-01;;2016-10-06;3477.69
37;9;S;HGH;PVE;M;441.49;1984-05-01;2013-03-01;2007-07-09;7011.38
44;11;M;HGH;STE;M;285.44;1973-01-20;2001-01-05;2006-05-31;4864.14
34;11;M;HGH;PVE;M;701.24;2007-01-01;2007-04-23;2006-04-20;801.63
38;1;S;BCR;PVE;F;186.41;1979-08-15;2014-04-01;2016-01-19;2541.62
32;9;M;HGH;PVE;M;411.33;1985-12-09;2011-06-21;2007-12-15;2307.69
44;5;M;HGH;PVE;F;574.49;2000-05-01;2003-01-01;2011-07-11;1160.98
55;12;M;BCR;PVE;M;230.77;2004-06-01;2003-10-15;2005-01-04;1626.39
37;10;M;BCR;PVE;F;607.36;2008-09-01;2004-11-01;2006-11-13;6323.08
37;12;M;HGH;STE;M;784.01;1980-06-10;2001-01-03;2005-06-07;4615.38
47;11;M;BCR;PVE;M;192.44;1998-09-01;2009-06-08;2005-07-18;2974.95
67;13;D;HGH;RET;M;364.07;2006-01-16;;2003-12-17;5371.54
33;5;S;HGH;PVE;M;266.31;1984-03-01;2011-10-06;2011-10-31;2307.69
55;7;W;HGH;RET;F;192.31;1999-01-01;;2009-11-30;475.38
50;11;M;HGH;PVE;M;671.67;1967-09-20;1994-09-08;2005-09-27;3067.48
29;8;S;MAS;STE;M;400.49;2011-10-01;2015-09-01;2008-08-27;451.78
62;3;M;HGH;RET;F;194.56;1977-05-01;;2014-02-14;238.45
27;2;S;HGH;PVE;F;273.95;2014-07-01;2015-07-23;2014-10-29;961.95
67;5;M;HGH;RET;M;221.92;1950-12-10;;2011-11-15;3714.81
63;4;M;HGH;RET;M;150.64;1954-05-14;;2012-10-22;1067.02
56;3;M;HGH;PVE;M;227.97;2008-01-01;2013-11-18;2014-02-28;2826.02
56;6;M;BCR;PVE;M;257.6;2002-06-17;2009-07-01;2010-09-22;7581.05
64;7;W;HGH;RET;F;166.19;1953-03-31;;2010-05-14;3793.85
62;15;W;HGH;RET;M;1008.83;2000-10-15;2002-01-01;2002-03-04;4076.5
30;3;S;BCR;STE;F;476.63;2015-10-01;2013-11-19;2013-11-20;1513.0
44;12;M;BCR;STE;F;601.5;1997-11-12;2003-06-23;2005-05-16;4615.38
37;4;M;HGH;STE;F;295.79;2002-08-01;2009-01-01;2012-10-01;4919.11
35;11;M;HGH;PVE;M;655.13;1985-01-01;2007-05-01;2006-05-19;2307.69
38;5;M;HGH;PVE;M;215.38;1979-12-11;2010-11-01;2012-04-25;5258.53
66;1;W;HGH;RET;F;189.45;1996-05-01;;2015-09-29;0.0
40;6;M;BCR;STE;F;468.35;2011-07-01;2012-09-01;2010-07-06;9484.62
46;4;M;HGH;PVE;M;230.77;1971-10-28;2008-03-01;2013-02-12;2307.69
63;1;M;HGH;STE;M;296.65;2013-07-01;2008-01-01;2015-10-08;7067.6
42;0;M;HGH;PVE;M;363.87;2008-01-01;2002-09-04;2016-10-10;2307.69
68;10;D;HGH;RET;M;277.28;1984-08-01;;2006-09-22;5370.66
37;12;M;BCR;PVE;F;394.93;2008-07-13;2008-06-16;2005-01-12;1692.31
45;9;M;HGH;PVE;F;245.38;1972-02-10;2008-08-16;2007-09-04;3290.81
52;12;M;HGH;STE;M;861.75;1999-06-01;1984-10-10;2004-10-26;5024.15
38;0;M;HGH;STE;F;289.55;2012-05-01;2002-08-01;2016-10-11;7692.31
58;11;M;HGH;RET;M;430.77;1959-08-23;1983-05-26;2006-03-31;229.76
49;0;M;BCR;STE;F;389.15;1992-01-01;1998-09-08;2016-10-13;2307.69
35;0;M;BCR;PVE;M;173.39;2012-12-31;2016-02-08;2016-10-12;2307.69
26;1;M;HGH;PVE;M;267.66;1991-04-10;2014-03-08;2016-06-24;473.69
63;7;D;HGH;RET;F;246.84;2010-05-04;;2010-02-04;5699.55
39;0;M;HGH;STE;M;663.01;2014-05-01;2011-12-15;2016-10-11;7692.31
49;4;M;HGH;PVE;M;163.82;1968-12-11;2016-03-10;2013-02-06;2892.19
50;0;M;HGH;PVE;M;461.54;1967-11-27;2000-01-01;2016-10-14;158.46
49;0;W;HGH;STE;F;388.85;2001-01-01;2006-12-01;2016-10-14;4615.38
53;11;D;HGH;STE;F;202.29;2000-01-01;2001-03-05;2005-09-29;2307.69
39;0;M;BCR;PVE;F;269.23;1996-09-10;2013-02-15;2016-10-11;178.74
53;14;S;HGH;PVE;F;253.85;2004-01-01;2009-10-01;2003-06-16;6739.69
49;1;M;HGH;SFE;F;1412.67;2015-05-01;2015-05-04;2016-06-30;2307.69
67;3;W;HGH;RET;M;2700.2;1978-05-06;;2014-02-06;2371.15
65;7;M;BCR;RET;F;230.3;1952-07-29;;2010-01-04;2371.15
69;15;S;HGH;RET;F;260.05;2000-06-25;;2001-12-29;4742.31
63;14;M;BCR;RET;F;242.08;2000-01-25;;2003-02-26;1307.69
55;8;W;HGH;RET;F;338.46;2008-03-31;1980-08-01;2008-12-26;396.15
55;12;M;HGH;PVE;M;192.36;1995-01-01;2011-12-12;2004-10-06;813.19
68;3;M;HGH;RET;F;153.49;1961-05-15;1998-09-30;2013-07-13;1580.77
68;11;M;BCR;RET;M;240.31;2002-08-20;;2005-08-11;4979.42
37;11;M;HGH;STE;M;266.58;1989-01-01;2006-04-10;2006-04-26;5637.66
35;8;M;BCR;PVE;M;384.48;1982-06-27;2015-08-01;2008-12-15;7692.31
53;12;M;BCR;STE;M;628.37;1994-03-01;2013-12-06;2005-05-24;2307.69
31;1;S;BCR;PVE;M;461.54;1986-06-27;2015-10-01;2015-10-22;1153.85
50;13;M;BCR;STE;F;239.5;1984-05-15;1988-02-17;2004-02-23;2615.71
38;3;D;HGH;PVE;M;504.07;2004-04-09;;2013-09-23;273.27
66;11;M;BCR;RET;M;212.5;1962-09-01;;2006-03-20;5366.71
50;11;S;HGH;STE;M;433.72;1982-01-10;1996-03-05;2005-07-29;790.38
44;4;M;HGH;STE;F;203.38;2009-01-01;2013-07-01;2012-10-16;2307.69
69;0;M;HGH;RET;F;282.32;1971-03-01;;2016-10-12;3951.92
59;4;M;HGH;RET;F;129.8;1991-04-01;;2012-11-13;799.31
57;4;W;HGH;RET;F;231.33;1960-11-09;;2013-04-16;2924.42
67;4;M;HGH;RET;M;232.28;1986-04-01;;2012-12-18;790.38
71;2;W;HGH;RET;F;252.2;1964-05-01;;2015-04-16;4584.23
