AGE;YEARS_WITH_BANK;MARITAL_STATUS;EDUCATION;EMPLOYMENT;GENDER;INCOME;ADDRESS_DATE;JOB_DATE;WITH_BANK_DATE;BALANCE
67;5;M;HGH;RET;M;154.98;1950-05-02;1997-06-10;2012-03-23;3714.81
60;1;M;PRS;STE;M;637.31;1957-04-10;1976-10-23;2015-12-04;158.15
39;11;M;BCR;PVE;F;187.07;2008-01-01;2009-02-01;2005-09-22;2307.69
50;5;M;BCR;STE;F;339.05;1992-01-01;2004-12-28;2011-12-13;6134.95
29;0;S;HGH;STE;F;391.16;2014-06-01;2016-09-01;2016-09-08;2407.01
27;0;S;HGH;PVE;F;500.0;2014-03-01;2013-03-01;2016-10-13;471.97
41;12;M;HGH;PVE;F;224.89;1976-02-02;2010-10-01;2005-02-04;4615.38
36;11;M;HGH;PVE;F;352.9;2008-02-01;2012-06-01;2006-06-14;2307.69
69;3;M;HGH;RET;F;160.4;1981-01-01;;2013-08-29;3635.77
52;3;D;HGH;RET;M;375.07;2002-05-10;;2013-12-19;238.15
58;3;M;HGH;RET;F;274.47;1978-01-01;1999-09-04;2014-06-17;8074.8
42;4;M;HGH;PVE;F;190.42;2011-05-01;2014-12-01;2013-05-15;4615.38
27;1;S;HGH;PVE;M;270.36;1990-05-09;2015-10-09;2016-04-06;396.55
53;11;S;HGH;SFE;M;408.84;2010-01-01;2007-04-02;2005-09-16;1460.77
28;4;S;HGH;PVE;M;175.03;1989-09-28;2013-05-01;2013-03-20;3361.92
34;10;S;HGH;PVE;M;171.08;1990-09-01;2008-11-08;2006-10-17;2307.69
55;8;M;HGH;PVE;M;307.69;1969-01-01;2007-03-16;2009-04-23;7692.31
35;3;M;HGH;PVE;M;251.29;2007-05-01;2015-06-29;2014-06-17;4742.31
64;11;S;HGH;RET;M;193.04;1953-04-03;;2006-04-12;633.88
59;11;W;HGH;RET;F;219.08;1999-12-31;2006-01-01;2006-05-23;6330.0
67;3;D;HGH;RET;F;265.04;1970-01-01;;2014-02-28;1975.96
49;12;M;BCR;STE;M;536.06;1968-12-26;1997-11-05;2005-03-18;194.43
31;0;S;HGH;PVE;F;207.62;1986-03-05;2015-11-06;2016-10-11;4615.38
44;0;M;HGH;PVE;F;240.77;1996-09-01;2015-09-10;2016-10-10;342.12
48;11;M;HGH;STE;F;300.8;1997-07-01;1993-11-15;2005-07-22;3851.84
28;5;M;HGH;PVE;F;175.59;2008-01-01;;2012-03-23;395.19
58;11;M;HGH;RET;M;389.16;1987-08-01;;2006-02-08;9478.76
32;9;D;HGH;PVE;F;914.13;1986-01-01;2009-02-05;2008-03-11;1282.6
28;2;S;HGH;PVE;M;245.43;1989-05-08;2014-09-24;2015-05-18;1650.2
61;12;M;HGH;STE;M;549.1;2001-08-25;1997-07-17;2005-01-31;3330.4
55;12;M;HGH;STE;F;499.05;1983-01-01;1985-11-19;2004-09-24;2307.69
51;11;M;BCR;STE;M;359.68;2014-09-28;2004-09-01;2005-10-10;2307.69
57;3;M;BCR;PVE;M;229.38;1994-01-01;2013-03-12;2013-11-04;6748.45
40;6;M;BCR;PVE;F;472.5;1988-05-13;2008-05-01;2010-07-21;4615.38
35;9;M;HGH;PVE;M;171.59;1982-07-31;2010-02-01;2007-07-11;964.24
35;3;S;BCR;PVE;M;216.04;1999-01-01;2015-07-29;2014-06-04;834.26
69;11;M;HGH;RET;F;252.97;1980-10-20;;2005-10-14;5358.81
48;9;M;BCR;SFE;F;168.16;2000-01-01;2007-04-10;2007-10-26;2434.61
61;0;W;HGH;STE;F;181.52;1978-01-01;1983-02-01;2016-10-12;3003.46
36;3;M;HGH;PVE;F;163.82;2005-01-01;2016-04-01;2013-12-16;474.23
44;11;S;BCR;PVE;M;759.91;1973-08-06;2016-07-01;2006-06-06;1592.63
70;12;M;BCR;RET;F;335.35;1996-11-01;;2005-03-04;790.38
55;10;S;BCR;STE;F;1787.38;1962-06-30;2007-05-16;2007-06-11;4615.38
63;9;M;BCR;PVE;M;528.4;1982-01-01;2006-09-14;2007-10-30;9230.77
33;1;M;HGH;SFE;F;169.23;1984-05-26;2005-01-15;2016-01-08;2307.69
41;6;M;BCR;STE;F;952.14;2010-12-01;2015-09-07;2010-09-16;586.15
66;7;M;HGH;RET;M;315.46;2011-07-12;1995-01-02;2009-10-15;5295.58
49;11;M;BCR;STE;M;354.29;1990-05-01;2002-07-01;2006-03-30;584.88
35;2;M;HGH;PVE;F;238.85;2004-01-01;2011-01-18;2015-06-17;4615.38
62;0;M;HGH;RET;M;173.8;1986-02-28;;2016-10-10;2307.69
38;0;M;HGH;STE;F;384.62;2000-07-22;2013-11-29;2016-10-11;0.0
41;3;M;HGH;STE;M;755.14;2000-01-01;2006-05-01;2013-10-01;348.54
65;9;M;HGH;RET;F;187.51;1973-05-01;;2008-05-20;4505.19
69;14;D;HGH;RET;M;268.16;2015-01-01;;2002-07-08;5366.71
65;9;M;BCR;RET;F;247.16;1980-05-01;;2007-08-22;5216.54
56;12;M;BCR;STE;F;869.8;2012-01-01;2005-08-01;2005-03-02;3076.92
63;3;D;HGH;RET;F;214.92;1997-01-01;;2013-09-06;3797.29
59;12;M;MAS;STE;F;873.04;1958-10-01;1989-12-07;2005-02-26;18176.99
38;2;M;HGH;PVE;M;249.86;1979-06-22;2016-04-01;2014-08-06;5696.74
66;12;S;HGH;RET;F;239.59;2005-06-23;;2005-06-27;4030.96
48;10;D;HGH;STE;F;203.03;2007-09-15;1997-10-13;2006-12-01;5924.61
26;4;S;HGH;PVE;M;174.6;2000-01-15;2013-01-15;2012-07-17;3382.94
61;0;M;HGH;RET;F;243.97;1972-01-01;;2016-10-11;7141.53
45;1;M;BCR;PVE;F;346.15;2006-06-01;2000-08-01;2016-05-13;205.32
70;9;W;HGH;RET;M;232.36;2007-04-05;;2007-11-23;987.98
31;0;M;MAS;STE;M;857.98;2000-01-01;2010-06-01;2016-10-13;4615.38
35;10;M;HGH;STE;M;281.37;2012-01-01;2007-04-01;2007-06-11;3615.38
60;0;M;HGH;PVE;F;296.92;1978-08-20;2012-03-13;2016-10-14;475.38
30;3;M;HGH;PVE;F;332.05;2010-01-01;2015-10-01;2014-06-02;2307.69
63;13;D;HGH;RET;F;269.49;2006-05-01;;2003-10-03;2213.08
49;1;M;HGH;STE;M;608.26;1968-05-25;1991-04-04;2015-10-01;4615.38
39;11;M;BCR;PVE;F;710.7;2010-04-28;2006-01-23;2006-01-23;6384.62
64;11;M;HGH;RET;F;192.56;1953-01-13;;2005-08-04;4860.87
36;0;M;HGH;STE;M;405.49;1981-05-15;2000-06-10;2016-10-10;1422.69
63;0;M;HGH;RET;M;219.23;1984-08-18;2001-12-29;2016-10-11;0.0
32;0;S;BCR;STE;F;401.94;1985-02-23;2011-09-01;2016-09-08;2307.69
41;0;M;HGH;STE;F;212.31;1996-09-01;2016-02-16;2016-10-12;396.15
36;0;M;HGH;STE;F;256.18;2002-05-01;2001-07-20;2016-10-14;2307.69
65;6;M;HGH;RET;F;154.82;1996-12-01;;2011-04-07;4141.62
33;1;M;HGH;PVE;F;174.27;1984-08-03;2015-09-07;2016-05-05;1057.15
57;11;M;BCR;STE;F;396.89;2001-04-17;2002-07-01;2005-07-15;2307.69
35;2;M;HGH;PVE;F;168.15;2015-07-15;2014-10-01;2014-11-10;1928.03
62;10;M;PRS;RET;F;217.14;2004-10-19;;2006-07-06;1549.15
47;6;S;HGH;STE;M;370.99;1970-08-04;2010-03-18;2010-09-22;9230.77
28;5;M;HGH;STE;M;329.07;2010-10-10;2014-09-01;2011-09-24;634.28
28;1;M;HGH;PVE;M;196.62;1989-03-14;2010-02-08;2015-11-13;3020.51
46;11;D;HGH;STE;F;375.32;2007-01-17;1990-12-05;2005-11-02;4615.38
47;4;M;HGH;PVE;F;240.0;1995-05-10;2005-06-15;2012-10-02;5692.31
38;1;M;HGH;PVE;M;168.07;1979-08-25;2015-07-13;2015-10-13;2307.69
54;0;M;BCR;STE;M;372.25;2007-03-01;2008-09-01;2016-08-01;324.85
55;10;M;BCR;STE;F;364.36;2013-04-01;1999-07-07;2007-05-15;276.63
65;11;W;HGH;RET;F;215.97;1998-09-25;;2005-10-13;2466.0
30;0;M;HGH;PVE;M;430.77;1987-08-27;2010-06-01;2016-10-11;194.1
64;2;S;HGH;RET;F;205.77;1953-01-18;;2014-08-08;2307.69
47;11;M;HGH;STE;F;270.44;1989-09-23;1989-07-15;2005-09-07;5872.03
53;3;M;HGH;PVE;M;615.39;2009-10-01;2014-10-02;2013-12-03;4615.38
70;1;M;HGH;RET;M;993.35;1947-08-30;;2016-06-01;4900.38
65;13;W;HGH;RET;M;230.98;2004-10-04;;2004-03-02;2371.15
46;4;M;HGH;PVE;M;167.95;2011-07-08;2009-01-01;2012-12-26;2307.69
55;3;D;HGH;PVE;F;187.41;1962-07-21;2011-06-01;2014-02-14;360.73
30;4;M;HGH;PVE;M;293.95;1987-09-24;2013-07-01;2012-12-05;2307.69
31;3;M;HGH;PVE;M;384.62;2009-01-01;2016-05-17;2013-09-07;9230.77
40;2;M;HGH;PVE;M;610.93;2011-01-01;2011-01-17;2015-03-31;4615.38
52;0;M;HGH;STE;M;249.17;1965-03-23;1988-01-13;2016-10-14;2307.69
63;13;M;PHD;STE;M;883.71;1993-03-05;1979-07-12;2003-09-12;7692.31
28;4;S;BCR;PVE;M;897.2;1989-06-29;2013-08-09;2012-12-21;2307.69
51;11;M;HGH;STE;M;384.74;1966-06-02;1985-10-03;2005-09-05;661.69
54;12;D;HGH;STE;F;250.74;1975-01-05;1988-10-15;2005-02-03;2411.59
46;2;M;HGH;PVE;M;293.8;1971-01-05;2013-06-01;2014-10-02;1923.08
33;10;M;HGH;STE;M;297.57;1984-04-07;2006-09-11;2007-04-04;2210.3
26;1;S;HGH;PVE;M;207.46;2013-01-01;2016-03-16;2015-12-14;2307.69
29;9;M;HGH;PVE;F;276.92;1988-02-03;2015-05-15;2007-08-01;2307.69
45;0;M;HGH;OTH;F;268.45;1972-03-13;;2016-10-10;4615.38
48;11;M;HGH;STE;F;185.55;1999-04-16;1999-07-22;2006-01-19;3680.97
41;1;M;HGH;PVE;M;247.06;1976-04-09;2015-12-01;2015-08-03;4615.38
51;0;M;HGH;STE;F;271.65;2001-01-01;1992-06-01;2016-10-11;4615.38
72;15;W;BCR;RET;F;242.67;1975-08-15;;2002-06-17;2055.0
46;10;S;BCR;STE;M;514.96;1982-01-01;2000-08-07;2006-11-25;8238.37
59;3;D;HGH;STE;F;405.87;1990-08-01;1978-01-13;2013-11-22;3943.9
50;8;M;HGH;PVE;F;245.08;2011-10-30;2009-08-01;2008-09-22;400.81
71;7;M;HGH;RET;M;424.89;1946-11-06;;2010-03-02;4821.35
24;2;S;HGH;PVE;M;422.19;1993-03-19;2015-06-01;2015-05-04;2307.69
59;0;M;BCR;STE;M;396.1;1989-12-31;1984-06-04;2016-10-13;7692.31
69;11;M;HGH;RET;F;191.74;1972-05-23;;2005-08-24;2371.15
52;7;M;HGH;STE;M;747.17;1968-01-01;1986-01-20;2009-09-10;2307.69
41;1;M;HGH;PVE;F;223.59;1995-01-01;2016-06-26;2015-11-24;1557.06
34;7;M;HGH;PVE;M;261.84;1983-06-28;2008-01-01;2009-10-20;7692.31
62;11;M;HGH;PVE;M;302.18;1984-02-20;1978-10-30;2006-01-25;2307.69
64;13;M;BCR;OTH;F;346.54;2007-05-27;;2004-02-12;5371.54
38;3;S;BCR;PVE;F;461.54;2014-01-01;2014-05-10;2014-04-07;1310.56
41;10;M;HGH;STE;M;280.14;1976-04-23;2001-09-10;2006-12-08;2915.45
35;0;M;HGH;PVE;F;269.23;2016-01-01;2016-03-11;2016-10-06;4615.38
64;14;M;HGH;RET;F;219.18;1975-01-01;;2002-10-26;2307.69
37;9;M;BCR;PVE;F;328.09;2000-10-24;2012-03-03;2007-10-24;3883.51
30;7;M;HGH;STE;F;669.97;2007-11-01;2006-11-01;2009-08-14;2307.69
32;10;M;HGH;PVE;M;237.61;1985-02-20;2006-10-15;2007-05-05;2307.69
41;9;M;HGH;PVE;M;603.92;1984-01-01;2013-04-08;2007-08-14;1016.49
58;13;D;HGH;RET;F;149.59;2004-09-01;;2004-02-02;1644.79
38;4;M;HGH;STE;F;338.46;2007-10-03;2006-07-05;2013-03-21;449.08
56;12;M;BCR;PVE;F;1049.14;1999-09-01;2002-12-01;2004-09-23;1614.74
57;12;W;BCR;RET;F;190.72;1978-12-15;;2004-07-23;4057.69
65;4;W;HGH;RET;F;170.33;1970-01-01;1998-04-18;2013-01-29;4023.06
29;2;S;BCR;PVE;F;192.31;2001-12-08;2015-04-01;2014-10-13;4469.75
68;13;M;BCR;RET;M;758.08;2006-01-01;;2003-07-15;5358.81
43;9;M;HGH;PVE;M;413.76;1974-03-18;2014-08-14;2008-03-26;2307.69
32;3;S;BCR;PVE;M;599.63;2010-06-05;2016-04-05;2013-10-29;794.1
58;12;M;HGH;PVE;M;407.12;1991-06-15;2003-12-01;2005-04-04;2307.69
44;7;M;HGH;STE;M;480.01;2012-01-01;;2009-08-14;0.0
44;8;M;HGH;PVE;F;277.51;1973-04-10;2015-09-14;2008-11-05;2307.69
57;1;M;HGH;RET;M;289.56;1960-07-31;;2016-03-24;2390.44
62;3;W;HGH;RET;F;196.36;1979-07-01;;2013-08-06;2845.38
24;2;M;PRS;PVE;M;269.69;1993-12-12;2014-04-01;2014-09-01;4844.92
65;13;M;HGH;RET;M;391.42;2003-09-01;;2004-01-12;2371.15
51;2;W;HGH;RET;F;249.94;1992-01-01;;2014-08-20;1791.71
45;11;M;BCR;STE;F;428.43;1978-01-01;1998-01-05;2006-04-07;3807.69
65;2;M;HGH;RET;F;157.59;1952-11-09;;2015-01-14;3161.54
34;9;S;BCR;PVE;M;715.38;1988-06-15;2002-09-01;2007-08-09;474.82
35;11;M;HGH;PVE;M;521.74;2011-05-14;2009-05-16;2006-01-24;7692.31
67;14;W;BCR;RET;F;253.27;1991-08-01;;2003-05-13;2845.38
55;12;M;BCR;STE;F;346.87;1992-10-10;1996-01-24;2005-04-02;3067.48
63;15;M;HGH;RET;F;224.73;2001-12-04;1985-03-18;2002-02-22;440.54
61;15;M;BCR;SFE;M;200.0;1985-08-01;1995-02-27;2001-10-01;2307.69
67;11;W;BCR;RET;F;330.01;2011-03-15;;2005-12-28;1185.58
37;1;M;HGH;PVE;M;215.47;1980-07-27;2015-11-23;2015-12-05;2307.69
29;4;M;HGH;PVE;F;219.79;1988-01-10;2011-06-01;2013-04-01;4820.32
47;10;M;BCR;STE;F;367.14;1995-07-27;1998-01-19;2006-10-02;291.03
64;11;M;HGH;RET;F;251.56;2013-10-01;;2006-06-08;5343.0
29;3;M;HGH;PVE;F;255.36;2008-04-01;2016-10-01;2014-03-07;2307.69
38;4;M;PRS;STE;F;182.42;2008-02-28;2009-07-01;2012-07-09;4557.39
64;11;M;HGH;RET;M;201.11;1983-10-01;;2005-10-13;2307.69
47;4;S;HGH;PVE;M;192.31;1970-03-08;2014-05-10;2012-09-12;2766.35
36;9;M;BCR;PVE;M;394.35;1981-07-11;2012-07-07;2008-05-31;4615.38
66;4;W;HGH;RET;F;197.52;1979-12-01;;2012-10-12;474.23
65;13;M;HGH;RET;F;237.87;1987-05-01;;2004-04-05;1580.77
50;5;W;HGH;RET;F;420.63;2000-01-01;;2011-09-09;4615.38
35;12;S;HGH;PVE;F;514.06;1982-05-12;2005-05-16;2005-05-25;3000.0
34;11;D;HGH;PVE;F;610.58;1983-03-21;2010-01-01;2005-09-26;9477.35
64;9;M;HGH;RET;M;328.09;1953-11-18;;2007-09-28;476.0
62;10;M;BCR;STE;F;509.81;1986-10-01;1982-08-16;2007-03-29;2307.69
51;10;M;BCR;STE;M;853.82;1966-08-02;1997-09-01;2006-09-27;400.81
45;0;M;HGH;PVE;M;351.0;1972-05-02;2015-11-20;2016-10-07;2307.69
53;12;M;BCR;PVE;M;1156.63;2006-01-01;2010-01-01;2004-08-02;2307.69
38;1;S;PRS;PVE;M;215.38;1979-12-15;2016-03-30;2016-04-04;2307.69
46;0;M;HGH;PVE;F;174.76;2001-01-01;2016-01-06;2016-10-07;4615.38
67;4;M;HGH;RET;F;192.28;2010-01-01;;2013-05-31;4584.23
46;10;M;SEC;PVE;F;318.82;1992-01-01;2001-06-01;2007-02-09;1219.79
59;0;M;HGH;STE;M;238.7;1998-03-08;2004-12-01;2016-10-14;2307.69
54;4;M;HGH;RET;M;170.71;1997-06-01;;2012-09-04;5031.53
49;11;M;HGH;PVE;F;601.26;2004-04-02;2000-09-04;2006-01-06;9230.77
37;12;S;HGH;STE;M;409.89;1980-09-24;2000-07-22;2004-11-17;2307.69
60;11;M;HGH;PVE;M;202.15;2008-09-01;2012-11-01;2005-07-08;3505.69
46;4;M;HGH;PVE;M;358.97;1996-01-01;2012-08-27;2012-10-04;4615.38
36;1;S;HGH;PVE;F;262.99;1986-01-01;2011-01-01;2015-09-07;236.42
42;10;M;HGH;STE;F;272.13;2000-01-01;1998-11-18;2006-11-28;4270.52
26;4;S;HGH;PVE;M;307.69;1991-06-07;2013-11-01;2013-04-26;3996.57
58;4;M;HGH;RET;M;218.42;1959-10-29;;2012-10-07;2487.24
60;12;D;BCR;STE;F;334.51;2008-01-01;1977-01-01;2004-09-16;2062.05
59;1;D;HGH;RET;M;162.68;2002-10-01;;2016-04-09;4615.38
41;12;S;HGH;PVE;F;487.48;1999-09-06;2005-03-01;2005-03-17;7153.85
63;11;M;SEC;RET;M;191.48;1954-02-14;;2005-10-03;4544.71
69;6;W;HGH;RET;F;152.58;2005-09-19;;2011-01-04;2924.42
25;3;S;BCR;PVE;F;200.06;1992-11-25;2013-10-23;2014-06-18;2307.69
39;12;M;BCR;PVE;F;596.47;2009-08-01;2005-04-04;2005-04-19;3846.15
23;0;S;HGH;STE;M;279.72;1994-12-30;2016-02-01;2016-10-05;952.01
40;0;S;HGH;STE;M;563.59;2000-01-01;2016-01-01;2016-10-11;4615.38
34;2;S;BCR;PVE;M;269.23;1983-06-13;2008-01-03;2014-09-16;7615.38
60;12;W;BCR;RET;F;230.1;2007-01-01;;2004-12-28;399.66
70;4;W;HGH;RET;F;293.85;2003-06-25;;2012-09-17;1580.77
51;11;M;BCR;RET;M;203.65;2009-05-27;;2005-12-21;302.6
27;0;M;HGH;PVE;M;317.79;2014-05-27;2014-09-29;2016-10-07;7692.31
46;13;M;BCR;STE;M;529.42;1980-06-01;2004-03-16;2004-01-14;1507.24
47;12;M;HGH;PVE;M;970.38;1988-01-01;2014-02-01;2005-03-18;2307.69
56;5;W;HGH;RET;F;204.63;2014-09-09;;2012-01-30;237.12
46;4;M;HGH;PVE;F;172.92;1990-09-30;2010-05-01;2012-12-01;4923.08
60;2;M;HGH;RET;F;156.0;1990-01-01;;2015-06-09;2307.69
71;12;M;BCR;RET;M;199.35;2008-01-01;;2005-03-10;1738.85
40;3;M;HGH;PVE;F;330.77;1977-12-11;2012-11-07;2013-08-14;309.19
56;11;S;HGH;STE;M;285.72;1968-07-14;1984-09-30;2005-07-15;2307.69
56;10;M;HGH;PVE;F;187.86;2012-05-08;2016-03-01;2006-09-06;2307.69
39;12;M;BCR;PVE;M;1354.47;2016-02-20;2010-05-10;2004-11-02;9684.46
38;1;M;HGH;PVE;M;191.16;2012-03-01;2014-11-10;2015-08-27;681.57
61;9;M;HGH;RET;M;1296.81;2001-12-01;;2008-03-14;10387.68
36;0;M;HGH;PVE;F;203.41;1981-11-01;2008-09-08;2016-10-14;2109.06
55;3;M;HGH;SFE;F;720.48;1989-01-01;2011-12-12;2014-04-15;6411.15
36;2;S;BCR;STE;F;364.52;1981-11-24;2015-03-01;2015-03-02;440.89
44;2;M;HGH;STE;M;223.05;1990-05-01;2010-06-01;2015-06-12;3067.48
38;0;M;HGH;PVE;M;330.77;1979-01-03;2007-04-01;2016-10-15;340.68
51;0;M;HGH;STE;F;360.08;2012-01-01;1987-05-25;2016-10-14;7692.31
32;0;S;BCR;PVE;M;561.25;2016-01-01;2011-07-01;2016-10-10;4615.38
65;10;M;HGH;RET;M;155.85;1996-01-01;;2006-09-27;790.38
55;5;M;HGH;STE;M;349.75;1993-06-01;1985-01-04;2011-11-11;468.49
69;9;M;BCR;RET;M;398.79;1976-01-01;;2007-11-02;1343.65
39;11;M;BCR;PVE;F;428.81;1997-10-03;2006-07-24;2005-10-17;5384.62
41;11;M;BCR;STE;F;370.06;2004-01-01;2004-11-17;2005-11-02;2301.0
50;6;M;HGH;SFE;F;1.15;1967-01-11;2009-01-28;2010-08-20;4642.26
51;11;M;BCR;STE;M;329.33;2007-07-01;1991-09-01;2005-07-08;7692.31
41;6;M;HGH;STE;F;198.49;1993-01-01;2004-04-01;2010-11-08;4557.39
45;11;M;BCR;STE;M;383.65;1972-07-15;2010-10-15;2006-06-06;4615.38
70;11;M;HGH;RET;M;224.5;2012-07-09;;2005-12-23;790.38
21;0;S;HGH;STE;F;223.34;1996-06-12;;2016-10-13;2307.69
49;11;M;BCR;STE;M;432.02;1968-10-21;1991-09-01;2005-08-15;6435.49
26;5;S;HGH;RET;M;288.68;2009-01-01;;2012-01-19;692.31
37;8;M;BCR;PVE;M;767.54;1980-07-17;2008-12-04;2008-09-29;925.16
57;8;M;HGH;RET;M;325.2;1970-01-01;;2008-08-13;796.32
40;5;M;HGH;STE;F;238.87;1995-01-01;2007-09-01;2011-07-20;2618.5
56;2;M;HGH;STE;M;309.48;1988-01-01;1982-06-28;2015-06-10;1219.79
41;6;M;BCR;PVE;M;715.68;2011-02-01;2010-10-01;2010-09-15;7692.31
25;0;S;HGH;PVE;M;162.64;1992-11-17;2013-09-01;2016-10-14;1840.49
45;5;D;BCR;PVE;F;487.58;2015-05-01;2016-01-01;2011-09-03;2307.69
45;15;S;BCR;PVE;F;284.82;1980-01-01;2003-05-01;2002-06-08;1626.39
47;0;W;HGH;STE;F;377.6;1970-11-20;2011-06-06;2016-10-13;4615.38
25;1;S;HGH;PVE;M;253.85;1992-09-22;2011-10-19;2015-11-12;1392.47
43;2;M;BCR;STE;F;376.68;2011-09-11;2005-11-01;2014-10-10;2307.69
54;0;M;HGH;PVE;F;338.45;1983-10-09;2016-07-01;2016-10-10;796.32
45;12;M;HGH;PVE;M;862.85;2005-01-01;;2004-11-19;13599.78
69;12;D;BCR;RET;F;211.47;2008-02-13;;2004-07-23;1304.13
29;0;M;HGH;PVE;F;186.34;2007-05-03;2015-08-09;2016-10-10;446.47
34;9;M;HGH;PVE;M;183.31;1983-06-25;2016-02-12;2008-05-28;3846.15
34;9;S;PRS;PVE;M;613.05;1994-01-01;2010-01-01;2008-02-28;278.59
65;11;M;HGH;RET;M;216.85;2013-01-01;;2006-06-02;3477.69
72;11;M;HGH;RET;F;242.7;1950-01-01;;2005-07-18;2924.42
69;9;M;HGH;RET;M;138.64;2005-01-01;;2008-01-28;632.31
65;13;D;BCR;RET;F;180.02;1987-06-01;;2003-07-28;3722.71
39;6;D;BCR;STE;F;369.42;1978-05-23;2010-11-16;2010-11-17;1423.51
69;3;D;HGH;RET;M;176.57;1987-06-01;;2013-12-27;395.19
51;9;M;HGH;PVE;M;298.8;1995-03-10;1997-09-05;2007-10-23;813.19
63;13;M;HGH;STE;M;260.14;2005-04-12;1997-01-14;2004-04-23;1117.62
48;10;M;HGH;STE;F;271.88;1990-01-01;1995-11-01;2007-03-22;1925.92
44;3;M;HGH;PVE;F;629.82;1992-05-28;2010-01-01;2013-08-06;5058.33
60;12;M;HGH;RET;M;254.07;1957-04-12;;2005-04-11;4584.23
39;11;M;BCR;STE;F;320.69;2008-09-01;2013-11-18;2006-01-04;6432.94
35;3;M;BCR;PVE;F;195.18;2005-02-02;2011-11-01;2013-08-19;968.84
30;1;M;HGH;PVE;M;187.42;1987-12-26;2016-02-01;2016-03-29;2307.69
33;0;M;HGH;PVE;M;293.85;1984-10-23;2015-09-01;2016-10-12;475.38
37;10;M;PRS;PVE;M;496.53;2013-06-30;2004-07-01;2006-07-15;2307.69
69;9;M;HGH;RET;M;208.76;1948-06-15;;2008-06-16;4584.23
28;8;M;BCR;PVE;M;170.34;1989-11-18;2016-04-01;2009-02-26;515.99
34;3;M;HGH;PVE;F;455.77;2001-07-15;2014-02-15;2014-02-18;5363.14
65;4;M;HGH;RET;F;201.37;1980-04-30;;2012-10-11;2608.27
48;10;M;BCR;PVE;M;1496.75;1980-12-31;2009-05-01;2007-04-20;795.97
39;2;M;BCR;STE;F;400.0;1996-10-10;;2015-06-09;460.51
42;11;D;HGH;STE;F;268.02;2002-06-15;1995-09-25;2006-03-01;2036.4
36;13;S;HGH;STE;M;227.89;1981-01-06;2008-12-05;2004-04-08;2307.69
50;10;M;BCR;STE;M;200.95;1990-01-01;1990-03-01;2007-02-24;2307.69
41;12;D;HGH;OTH;F;183.33;2004-04-01;;2005-06-20;6644.79
52;12;M;HGH;SFE;F;189.02;1999-03-01;2001-10-10;2005-02-14;4544.61
47;1;M;HGH;STE;M;255.49;2010-01-01;2003-12-11;2015-12-05;1538.46
60;0;M;HGH;STE;F;383.08;1994-01-01;2003-01-01;2016-09-28;356.3
62;11;D;BCR;RET;F;207.82;1999-10-15;;2005-07-06;2307.69
54;2;W;HGH;RET;F;189.27;1986-09-01;2000-08-05;2015-05-19;2307.69
69;11;W;HGH;RET;F;357.25;1974-03-18;;2005-09-29;3951.92
61;12;M;HGH;RET;F;212.38;1977-01-01;;2005-05-12;2307.69
67;10;M;HGH;RET;F;253.02;1987-03-03;2006-02-01;2006-07-10;1185.58
44;12;S;BCR;STE;F;441.03;2006-09-01;1998-09-15;2004-11-12;2307.69
36;9;S;BCR;PVE;M;706.77;1981-08-22;2015-01-01;2007-09-27;7692.31
65;0;M;BCR;RET;M;269.23;1952-12-04;2001-10-30;2016-08-12;120.62
42;11;M;HGH;STE;F;204.18;1992-10-01;2004-02-25;2005-11-04;320.65
56;2;M;PRS;PVE;M;184.66;1961-03-18;2010-09-01;2014-12-15;2464.96
48;13;S;BCR;PVE;M;472.67;1969-03-08;1996-06-10;2004-05-21;217.57
41;11;S;HGH;STE;M;407.89;1980-03-15;1999-08-01;2006-04-14;2307.69
26;6;M;HGH;PVE;M;301.93;1999-08-01;2015-12-22;2011-02-01;528.58
61;13;M;BCR;SFE;F;217.96;1980-01-01;2004-07-07;2003-10-10;5721.34
35;9;M;HGH;PVE;M;260.27;2014-06-01;2007-11-13;2007-12-03;2826.02
69;12;D;HGH;RET;F;230.99;1982-01-01;;2004-09-28;3161.54
41;4;D;HGH;PVE;F;273.59;2013-01-01;2013-05-20;2013-05-18;4615.38
52;11;M;HGH;PVE;F;209.82;1997-02-11;2013-12-01;2005-12-27;2307.69
66;14;W;HGH;RET;F;186.81;2002-09-01;;2002-07-31;2213.08
56;12;D;BCR;STE;F;802.23;2006-08-15;1990-12-27;2004-09-07;2307.69
52;11;M;HGH;PVE;M;190.49;1965-02-22;2011-06-01;2005-08-23;4615.38
66;4;D;HGH;RET;F;174.06;2014-01-01;;2013-02-14;3596.25
45;14;S;HGH;PVE;F;261.54;1974-01-01;2010-08-01;2002-10-30;4615.38
67;3;M;HGH;RET;M;203.08;1950-06-15;1999-07-10;2014-04-22;1027.5
48;11;M;HGH;STE;M;195.28;1969-04-05;1997-06-18;2005-07-29;4615.38
47;4;M;BCR;STE;F;339.42;1997-02-01;1997-04-15;2012-12-25;407.54
44;11;M;PHD;STE;F;813.68;2012-08-15;1998-02-01;2005-12-10;2307.69
51;13;M;HGH;PVE;M;607.42;1966-03-31;1999-10-19;2003-11-11;1060.58
45;11;D;BCR;PVE;F;293.06;1985-01-01;2010-12-18;2006-01-30;2307.69
65;0;M;HGH;RET;M;202.47;1952-02-23;;2016-10-13;2766.35
