MORTGAGE;MORTGAGE_TAKING_AGE;AGE;YEARS_WITH_BANK;MARITAL_STATUS;EDUCATION;EMPLOYMENT;GENDER;INCOME;ADDRESS_DATE;JOB_DATE;WITH_BANK_DATE;BALANCE
N;;45;11;M;HGH;STE;M;415.45;2013-01-01;2002-03-06;2005-10-24;225.57
N;;65;12;M;HGH;RET;F;246.15;1970-01-01;2005-04-10;2005-05-07;37.68
N;;54;11;D;HGH;STE;F;392.44;1994-09-19;1984-03-26;2005-10-19;140.63
N;;50;12;M;BCR;STE;F;705.65;2005-12-01;2003-01-01;2005-05-23;117.54
N;;56;11;M;HGH;PVE;F;598.52;1994-11-11;2005-10-17;2005-10-24;0.0
N;;50;11;M;HGH;OTH;M;186.26;1967-11-08;1992-04-13;2005-10-24;76.88
N;;54;11;M;HGH;PVE;M;571.32;1993-07-09;2005-10-03;2005-08-29;0.0
N;;37;11;M;PRS;PVE;M;521.84;1980-02-14;2005-10-20;2005-10-24;400.28
N;;38;11;M;BCR;STE;F;357.64;2007-01-01;2012-05-22;2005-10-25;63.11
N;;40;11;M;HGH;PVE;F;261.54;2006-06-20;2013-10-01;2005-10-24;226.4
N;;41;11;M;HGH;STE;M;467.27;2002-01-01;2005-03-22;2005-10-25;47.85
N;;58;11;M;BCR;STE;F;562.98;1960-01-01;2008-07-01;2005-10-25;577.7
N;;50;11;M;HGH;STE;M;281.92;2002-04-26;2011-11-16;2005-10-25;77.42
N;;50;11;M;HGH;PVE;F;263.34;1987-03-06;1987-06-06;2005-10-25;183.33
N;;63;11;M;HGH;RET;F;220.5;1999-03-10;;2005-10-26;71.14
N;;40;11;M;BCR;PVE;F;1361.71;2014-08-01;2014-08-01;2005-10-26;0.0
N;;40;11;D;HGH;PVE;M;579.51;1998-01-01;2014-09-22;2005-10-26;80.86
N;;43;12;S;HGH;STE;M;408.13;1982-02-01;2005-03-01;2005-03-03;0.0
N;;44;11;D;HGH;PVE;F;255.86;1997-01-01;2006-10-01;2005-10-26;75.46
N;;51;11;M;PRS;STE;M;254.33;1978-05-15;2002-04-05;2005-10-26;0.0
N;;59;11;D;HGH;RET;F;236.84;2004-08-01;;2005-10-19;73.78
N;;69;11;M;BCR;RET;M;270.32;1982-10-15;;2005-10-26;0.0
N;;44;11;M;BCR;STE;F;342.35;2001-01-20;2006-01-22;2005-10-27;220.15
N;;70;11;W;HGH;RET;F;218.03;1980-01-01;;2005-10-27;76.92
N;;41;12;M;HGH;PVE;M;506.64;2002-11-01;2005-08-01;2005-06-17;14.17
N;;59;11;D;BCR;STE;F;322.59;1969-11-29;1985-11-01;2005-10-27;255.26
N;;49;11;M;BCR;PVE;M;338.11;1970-12-25;1990-06-07;2005-10-27;277.28
N;;36;11;M;BCR;STE;F;371.19;2009-09-01;2011-09-01;2005-10-27;325.96
N;;35;11;S;HGH;PVE;M;283.51;2006-12-26;2005-09-01;2005-10-27;131.12
N;;62;11;M;PRS;RET;M;195.24;1987-07-01;;2005-10-27;25.72
N;;61;12;M;HGH;STE;M;449.32;1991-06-12;1991-09-09;2005-05-27;444.95
N;;71;11;W;BCR;RET;F;350.42;1970-09-01;;2005-10-28;64.62
N;;65;11;M;BCR;RET;M;228.5;1952-07-07;;2005-10-28;172.65
N;;59;14;W;PRS;PVE;F;230.9;1982-06-01;2004-02-09;2003-03-10;3.16
N;;43;11;S;HGH;PVE;F;461.54;1974-05-06;2014-12-16;2005-10-28;6.2
N;;40;11;S;BCR;PVE;F;934.37;2007-04-11;2009-04-01;2005-10-28;392.48
N;;50;11;M;BCR;PVE;M;3337.74;1980-10-27;1999-09-29;2005-10-29;0.0
N;;53;11;M;HGH;PVE;M;416.97;1980-07-16;1985-06-25;2005-10-31;79.55
N;;75;11;M;BCR;RET;M;523.58;1942-07-05;;2005-10-31;0.0
N;;35;11;S;BCR;STE;F;384.62;2003-03-14;2010-09-01;2005-10-31;73.53
N;;48;11;M;HGH;PVE;F;206.92;1984-01-01;2003-12-01;2005-11-01;109.03
N;;41;11;M;BCR;STE;M;420.99;1999-01-01;2007-12-03;2005-11-01;90.36
N;;62;14;M;BCR;PVE;F;381.12;1977-02-19;1981-02-26;2002-08-14;0.0
N;;48;11;M;BCR;STE;F;344.79;2012-08-10;2015-01-15;2005-11-01;278.96
N;;73;11;M;HGH;RET;M;172.82;2004-08-04;;2005-11-02;77.17
N;;45;12;M;BCR;STE;M;1273.91;2001-05-01;2000-02-01;2005-04-13;0.0
N;;37;11;S;BCR;PVE;F;1740.42;1980-03-09;2012-11-28;2005-11-02;873.82
N;;49;11;M;PHD;STE;F;516.88;1981-01-01;2000-10-01;2005-11-02;168.35
N;;39;11;M;BCR;PVE;M;564.05;2009-04-01;2009-03-01;2005-11-02;0.0
N;;51;11;M;HGH;PVE;F;179.86;1987-04-01;2005-10-15;2005-11-03;39.6
N;;63;11;W;HGH;RET;F;227.08;2004-01-01;;2005-11-03;0.0
N;;58;11;M;PRS;STE;F;369.49;1977-08-05;1993-06-01;2005-11-03;283.89
N;;60;13;M;BCR;RET;M;357.15;2003-07-01;;2004-06-16;0.0
N;;70;11;M;HGH;RET;F;222.69;1995-01-01;2005-07-03;2005-11-04;170.74
N;;52;11;M;HGH;STE;M;275.21;1974-09-01;2012-10-01;2005-11-04;0.0
N;;42;11;M;HGH;PVE;M;631.7;1979-11-29;1997-10-01;2005-11-05;169.06
N;;49;12;M;BCR;STE;F;361.42;1994-01-01;1994-11-15;2005-07-04;336.34
N;;63;11;M;HGH;RET;F;142.92;1985-12-31;;2005-11-07;170.83
N;;44;12;M;BCR;PVE;F;270.07;1997-06-01;2007-10-01;2004-07-16;145.89
N;;41;11;M;BCR;PVE;M;176.92;2003-12-01;2014-11-01;2005-11-07;160.35
N;;63;11;M;BCR;PVE;M;241.53;2001-03-23;2005-11-01;2005-11-07;74.88
N;;47;13;M;HGH;STE;M;773.46;2006-01-01;1990-03-30;2003-08-22;0.0
N;;67;11;M;HGH;RET;F;223.33;1991-09-27;;2005-11-07;133.01
N;;66;14;D;BCR;RET;F;322.8;1978-11-01;;2003-02-26;293.66
N;;44;11;M;HGH;STE;F;188.49;2008-06-29;2000-12-15;2005-11-07;78.63
N;;48;11;M;HGH;STE;F;253.35;1998-01-01;2000-04-17;2005-11-07;0.0
N;;65;11;M;BCR;PVE;M;495.63;1987-08-01;1979-11-15;2005-11-07;310.17
N;;63;11;S;HGH;RET;F;285.51;1994-10-11;;2005-11-08;268.04
N;;62;11;M;BCR;STE;F;493.99;1984-01-01;1997-05-05;2005-11-08;0.0
N;;42;12;S;HGH;STE;F;265.68;1975-04-16;1997-06-10;2004-10-05;260.0
N;;49;11;M;HGH;PVE;F;176.19;1994-06-26;2014-09-01;2005-11-08;167.57
N;;59;11;M;BCR;PVE;F;1425.96;1997-07-23;1982-03-02;2005-09-01;0.0
N;;50;11;M;BCR;STE;F;493.64;2001-05-01;2001-08-01;2005-11-08;306.19
N;;43;11;M;HGH;STE;M;540.13;2002-01-01;2000-11-08;2005-11-09;4.51
N;;57;11;M;HGH;PVE;M;230.24;1964-07-01;2015-01-01;2005-11-09;224.84
N;;42;11;M;HGH;STE;F;297.2;2009-02-01;1995-10-02;2005-11-11;0.0
N;;42;15;M;MAS;STE;M;730.15;2005-09-01;2005-09-01;2002-06-01;515.31
N;;45;11;M;HGH;PVE;M;283.7;2000-02-01;2005-11-08;2005-11-11;122.53
N;;40;11;M;HGH;PVE;M;164.78;2001-01-01;2010-10-01;2005-11-12;27.11
N;;68;12;D;BCR;RET;M;443.92;1992-01-01;;2005-03-22;70.84
N;;39;11;D;HGH;PVE;F;483.55;2010-01-01;2005-11-01;2005-11-12;0.0
N;;39;11;S;BCR;PVE;F;364.67;2003-01-01;2013-04-14;2005-11-12;0.0
N;;43;11;M;HGH;STE;F;179.62;2003-11-20;1995-05-15;2005-07-19;467.46
N;;65;11;M;HGH;RET;M;223.95;1985-05-01;;2005-11-14;27.74
N;;62;11;M;BCR;STE;M;340.14;1993-06-04;1995-12-01;2005-10-14;40.0
N;;47;11;M;HGH;PVE;M;369.23;2004-06-01;2008-04-01;2005-11-15;28.12
N;;49;11;M;BCR;STE;F;248.84;1992-10-01;2005-09-05;2005-11-16;0.0
N;;44;11;M;HGH;PVE;M;272.43;1973-05-04;2005-05-01;2005-11-17;276.33
N;;43;12;M;HGH;PVE;M;423.08;2005-12-27;2005-08-01;2005-06-20;33.19
N;;67;11;M;HGH;RET;F;274.78;1969-12-07;2004-09-01;2005-11-17;262.79
N;;70;11;S;HGH;RET;F;207.74;1947-01-01;2005-01-01;2005-10-25;0.0
N;;36;11;D;HGH;PVE;M;447.98;2006-07-30;2005-11-01;2005-11-21;263.09
N;;46;11;M;HGH;PVE;F;929.15;1995-09-23;2005-11-01;2005-10-10;0.0
N;;42;11;M;HGH;PVE;F;220.17;2002-02-01;2005-11-21;2005-11-21;0.0
N;;51;14;M;HGH;PVE;M;886.93;1996-10-01;2005-11-21;2003-04-14;421.15
N;;49;11;M;HGH;STE;F;311.41;1990-11-20;1988-04-27;2005-11-21;0.0
N;;47;11;M;HGH;PVE;F;486.72;2010-02-01;2005-11-01;2005-11-21;443.64
N;;66;11;M;HGH;RET;M;205.21;1951-02-16;;2005-11-21;0.0
N;;34;11;S;BCR;PVE;F;373.05;1989-06-06;2005-11-15;2005-11-21;64.63
N;;55;11;M;HGH;PVE;F;346.15;1974-01-01;2005-11-01;2005-11-22;0.0
N;;39;11;M;HGH;PVE;F;242.44;1999-07-24;2006-09-01;2005-11-23;237.2
N;;48;11;M;BCR;STE;M;880.35;2006-04-11;1999-01-05;2005-11-24;0.0
N;;66;11;M;BCR;RET;F;268.05;1986-01-01;;2005-11-25;3.89
N;;70;11;W;SEC;RET;F;232.44;1986-12-12;;2005-11-26;13.08
N;;43;11;M;HGH;PVE;M;351.74;2005-11-03;2006-11-01;2005-11-25;258.95
N;;34;11;M;BCR;PVE;M;230.77;1983-04-05;2006-06-01;2005-11-25;44.52
N;;75;11;M;HGH;RET;F;276.89;1998-03-02;;2005-11-28;0.0
N;;72;11;M;HGH;RET;M;228.97;1945-03-06;;2005-11-28;0.0
N;;42;11;W;HGH;PVE;F;202.12;2009-01-01;2009-04-01;2005-11-28;132.98
N;;42;11;M;BCR;STE;F;351.78;2005-04-05;2007-09-01;2005-11-28;157.77
N;;58;11;M;BCR;STE;F;286.44;2014-11-01;2009-06-30;2005-11-28;85.73
N;;43;11;M;HGH;PVE;M;230.9;1974-02-23;2015-08-01;2005-11-28;5.42
N;;60;13;M;BCR;PVE;M;1350.71;1996-04-01;1980-04-01;2004-06-09;0.0
N;;64;11;M;HGH;RET;M;178.0;1958-06-01;;2005-11-30;0.0
N;;47;11;W;BCR;STE;F;365.6;1992-01-15;1998-12-01;2005-12-03;196.88
N;;45;11;M;BCR;PVE;F;844.7;2005-11-01;2005-12-05;2005-12-05;0.0
N;;43;11;M;HGH;PVE;M;851.69;1993-09-01;2005-05-01;2005-12-05;356.23
N;;42;13;S;HGH;STE;M;257.27;2004-02-06;2002-09-16;2004-03-25;0.0
N;;37;11;M;BCR;STE;F;359.96;1987-01-07;2006-02-01;2005-12-05;317.66
N;;49;11;M;HGH;PVE;M;404.15;1997-10-15;2011-05-01;2005-12-05;71.91
N;;79;11;M;HGH;RET;M;277.59;1998-02-13;;2005-10-19;148.57
N;;40;11;M;HGH;PVE;F;449.4;1996-12-01;2011-06-01;2005-12-06;434.9
N;;42;11;S;HGH;STE;F;358.67;1995-04-21;1995-04-21;2005-12-06;289.81
N;;42;11;S;HGH;STE;F;201.47;1975-06-04;2000-08-21;2005-12-06;96.02
N;;64;11;M;HGH;RET;F;157.83;1954-06-21;;2005-12-07;154.26
N;;67;11;M;HGH;RET;F;192.16;2008-01-01;;2005-12-07;104.26
N;;61;11;M;SEC;STE;M;230.56;1980-03-22;2014-07-01;2005-11-02;221.34
N;;42;11;M;HGH;OTH;F;259.22;1999-01-01;2008-12-22;2005-08-05;139.39
N;;48;11;M;HGH;PVE;F;187.58;1990-11-10;2006-11-15;2005-12-07;156.77
N;;32;11;M;HGH;PVE;M;194.86;1985-02-04;2006-11-15;2005-12-07;193.15
N;;45;12;M;HGH;PVE;F;232.92;2000-05-15;2006-11-16;2004-10-09;228.65
N;;52;11;M;HGH;STE;M;492.1;2004-04-19;1998-12-16;2005-12-09;375.13
N;;40;11;M;HGH;STE;F;263.9;2008-06-16;2005-11-09;2005-12-10;280.02
N;;71;11;W;HGH;RET;F;195.38;1966-10-01;;2005-12-09;46.09
N;;56;11;M;BCR;STE;M;575.92;2006-04-01;2003-03-01;2005-12-12;584.67
N;;47;14;M;HGH;STE;M;397.29;2001-05-05;2002-06-19;2003-04-05;0.0
N;;43;11;M;HGH;STE;F;279.12;1974-04-29;1996-07-17;2005-12-12;0.0
N;;48;15;S;HGH;PVE;M;1204.7;1970-01-01;2006-09-01;2001-10-18;0.0
N;;36;11;M;HGH;PVE;M;516.24;1991-08-10;2010-01-01;2005-12-12;468.84
N;;50;11;S;BCR;STE;F;474.68;1974-07-15;1996-08-15;2005-12-12;415.75
N;;36;11;M;HGH;STE;F;246.64;2005-05-05;2005-11-24;2005-12-12;0.0
N;;35;11;M;HGH;PVE;F;272.08;2009-08-09;2005-11-25;2005-12-12;0.0
N;;36;11;M;HGH;PVE;F;285.22;2003-05-03;2014-10-23;2005-12-13;230.79
N;;39;11;M;HGH;RET;F;424.94;2005-11-01;;2005-12-13;0.0
N;;59;11;M;HGH;PVE;M;349.61;1980-02-01;1983-12-01;2005-12-13;17.59
N;;39;11;S;BCR;PVE;F;715.38;1988-06-01;2014-07-16;2005-12-13;127.9
N;;57;11;M;HGH;STE;M;668.62;1989-11-01;1984-07-02;2005-12-14;0.0
N;;53;11;M;HGH;STE;F;291.1;2000-10-26;2011-06-01;2005-12-15;75.93
N;;46;11;M;HGH;PVE;F;941.62;2005-09-05;2015-03-02;2005-12-15;860.84
N;;55;11;M;HGH;PVE;F;300.22;2014-07-01;2007-02-01;2005-12-15;291.92
N;;69;11;D;HGH;RET;F;207.32;1992-01-01;;2005-12-16;186.77
N;;54;11;M;PRS;STE;M;262.52;2000-11-04;1987-07-13;2005-12-16;15.16
N;;39;11;W;BCR;STE;F;392.86;2005-02-20;2004-10-12;2005-12-16;341.23
N;;62;11;M;BCR;STE;M;527.64;2003-01-01;2000-09-01;2005-12-16;77.16
N;;52;11;M;HGH;STE;F;286.95;2012-07-31;1991-09-09;2005-08-17;293.55
N;;48;11;S;HGH;PVE;M;463.67;2000-10-01;2007-04-10;2005-12-19;546.93
N;;55;15;M;BCR;STE;F;545.48;2002-01-01;1990-11-05;2001-12-27;41.77
N;;59;11;M;HGH;STE;F;200.96;1981-07-04;1990-04-16;2005-12-20;0.0
N;;62;11;D;HGH;RET;F;248.3;1999-01-06;;2005-12-20;0.0
N;;69;11;M;HGH;RET;M;267.68;1948-11-02;;2005-12-20;76.14
N;;66;15;M;BCR;RET;F;283.92;1982-01-01;;2002-02-08;278.61
N;;35;11;S;BCR;PVE;F;576.15;2010-02-01;2006-04-01;2005-12-20;0.0
N;;70;11;M;HGH;RET;M;238.31;1975-01-01;;2005-12-21;232.33
N;;50;11;S;BCR;STE;F;764.54;1972-01-01;2002-01-01;2005-12-21;0.0
N;;56;11;M;HGH;PVE;F;450.24;2000-12-04;2016-07-01;2005-12-21;0.0
N;;55;11;W;HGH;STE;F;309.05;1983-08-15;2004-10-04;2005-12-22;255.77
N;;39;11;M;HGH;PVE;F;120.0;1986-04-01;2005-12-01;2005-12-23;50.35
N;;50;11;M;HGH;PVE;F;163.07;1988-12-24;2013-09-01;2005-12-23;34.18
N;;44;11;M;HGH;PVE;M;384.97;1973-09-09;1995-07-01;2005-12-24;252.08
N;;53;11;S;BCR;PVE;M;233.7;1989-07-01;2010-11-15;2005-12-27;26.37
N;;55;11;M;HGH;PVE;M;223.08;2002-09-23;2005-12-01;2005-12-27;128.59
N;;39;12;M;BCR;PVE;M;1163.02;2014-02-01;2013-03-27;2005-06-07;723.19
N;;57;13;M;HGH;STE;M;587.97;1990-03-15;1984-05-23;2003-11-12;115.17
N;;52;11;M;HGH;PVE;F;313.89;1989-02-01;1987-08-01;2005-12-27;81.25
N;;59;11;M;HGH;PVE;F;357.67;1996-09-01;2010-05-01;2005-12-27;233.92
N;;45;11;S;BCR;PVE;F;680.72;1991-10-01;2013-10-01;2005-12-28;0.0
N;;56;11;M;PRS;PVE;M;290.72;1961-08-23;1981-09-15;2005-12-28;238.12
N;;64;11;M;HGH;RET;M;241.2;1999-01-01;;2005-12-29;245.3
N;;70;11;M;HGH;RET;F;205.99;2005-04-01;;2005-12-29;48.92
N;;49;11;S;BCR;STE;F;609.53;1992-01-01;2007-07-02;2005-12-29;0.0
N;;45;11;S;HGH;STE;M;732.95;1972-08-13;1997-03-01;2005-12-29;54.57
N;;47;11;M;BCR;STE;F;362.48;2008-07-08;2008-09-01;2005-12-29;372.25
N;;58;11;M;HGH;STE;M;317.94;2002-01-29;1988-12-10;2005-12-29;279.74
N;;59;11;M;HGH;PVE;F;192.31;1976-01-01;2008-05-01;2005-12-30;93.99
N;;38;12;M;HGH;STE;M;380.19;2005-01-01;2011-06-06;2005-05-30;340.65
N;;48;13;M;BCR;PVE;F;1486.25;1999-09-01;2000-01-01;2004-05-21;442.52
N;;39;11;M;BCR;PVE;F;630.77;2003-07-01;2015-02-09;2006-01-09;0.0
N;;34;11;M;HGH;PVE;M;346.61;1983-05-13;2005-12-05;2006-01-09;344.53
N;;74;11;M;BCR;RET;M;225.41;1981-04-06;;2006-01-10;184.09
N;;59;11;M;HGH;STE;M;267.07;1992-01-01;1993-10-01;2006-01-10;15.93
N;;47;11;M;BCR;STE;F;642.08;2004-03-08;2006-08-01;2006-01-10;11.77
N;;40;15;M;HGH;STE;M;266.65;2005-11-26;2005-12-26;2001-12-12;169.52
N;;35;11;M;HGH;PVE;M;276.72;1982-12-12;2005-04-25;2006-01-10;284.18
N;;44;12;S;BCR;STE;F;292.41;;2005-03-18;2004-07-15;52.97
N;;69;13;M;BCR;RET;F;530.38;1990-01-01;;2004-05-06;3.23
N;;44;11;S;BCR;STE;F;358.21;1973-01-14;2005-05-01;2006-01-11;0.0
N;;49;11;M;BCR;STE;M;306.02;1995-01-08;1995-01-03;2006-01-12;52.93
N;;67;11;M;BCR;RET;F;216.12;1997-01-01;;2006-01-12;222.26
N;;68;11;M;HGH;RET;F;226.28;1962-01-01;;2005-12-14;144.22
N;;61;11;M;HGH;RET;M;230.77;1960-01-01;;2006-01-13;0.0
N;;53;11;M;BCR;STE;F;321.81;1990-01-01;1995-09-01;2005-12-09;156.6
N;;39;11;M;HGH;PVE;M;798.42;2007-10-01;2015-10-01;2006-01-16;693.81
N;;48;11;S;HGH;STE;F;548.15;1969-07-06;1999-06-15;2006-01-16;0.0
N;;38;11;S;HGH;PVE;M;178.91;2011-01-01;2014-04-24;2006-01-16;3.61
N;;38;11;S;HGH;PVE;M;378.58;2008-05-01;2014-04-01;2006-01-06;125.8
N;;49;11;M;BCR;PVE;M;646.67;2002-06-01;2005-12-24;2006-01-16;0.0
N;;43;11;S;BCR;PVE;M;763.55;1974-12-31;2015-07-20;2006-01-16;0.0
N;;53;11;M;HGH;STE;M;500.33;2010-05-16;1999-05-22;2006-01-17;0.0
N;;40;11;M;BCR;PVE;F;291.45;2012-07-20;2006-06-19;2006-01-17;0.0
N;;35;11;S;BCR;STE;F;337.96;1984-11-01;2006-05-01;2006-01-18;94.59
N;;55;11;D;HGH;PVE;M;866.05;1962-10-13;1999-06-15;2006-01-18;776.88
N;;73;11;M;BCR;RET;M;291.67;2006-03-01;;2006-01-18;23.66
N;;33;11;M;HGH;STE;M;276.94;1995-01-01;2004-06-29;2006-01-18;268.46
N;;48;11;M;HGH;STE;F;377.24;2012-05-01;2005-12-31;2006-01-19;0.0
N;;36;11;S;BCR;PVE;F;1410.42;2006-04-01;2013-06-03;2006-01-20;1445.23
N;;48;11;M;HGH;STE;F;276.29;1989-07-29;2001-04-25;2005-09-05;270.02
N;;54;11;M;BCR;PVE;M;334.37;2002-03-07;2010-06-01;2006-01-21;558.4
N;;63;11;M;HGH;STE;M;410.98;1971-01-01;2003-11-04;2006-01-21;328.44
N;;39;15;M;BCR;PVE;M;872.77;2012-04-01;2006-01-23;2002-04-22;595.18
N;;59;11;M;BCR;STE;M;580.31;1976-01-09;1991-10-01;2006-01-23;102.83
N;;41;11;M;BCR;STE;F;401.31;2006-10-05;2001-11-12;2006-01-23;216.98
N;;40;11;S;SEC;PVE;M;253.85;2005-06-14;2007-01-01;2006-01-23;237.06
N;;57;11;M;SEC;PVE;M;288.8;1979-01-02;2010-02-01;2006-01-23;60.42
N;;62;11;M;HGH;PVE;M;209.83;1970-09-01;2000-09-01;2006-01-23;119.68
N;;55;14;M;PRS;STE;F;189.46;2002-01-01;1986-08-03;2003-01-23;52.99
N;;37;11;M;HGH;STE;M;370.37;1980-08-07;2002-11-28;2006-01-24;0.0
N;;35;13;M;HGH;PVE;F;889.51;1982-09-06;2006-01-04;2004-04-19;0.0
N;;46;11;M;HGH;PVE;M;500.06;1971-06-08;2004-04-01;2006-01-24;75.28
N;;37;11;S;BCR;PVE;F;445.56;2008-01-01;2007-11-15;2006-01-25;0.0
N;;37;11;M;HGH;PVE;F;889.41;1980-04-26;2010-01-01;2006-01-26;0.0
N;;71;11;W;HGH;RET;M;329.07;1981-03-09;;2006-01-26;0.0
N;;67;11;M;HGH;RET;M;230.77;1970-08-28;;2005-12-10;0.0
N;;67;11;M;BCR;RET;F;651.99;1994-03-01;;2006-01-26;0.0
N;;55;12;M;HGH;PVE;F;753.91;1983-04-28;2003-09-20;2004-11-09;586.53
N;;41;11;M;HGH;STE;M;758.26;2000-05-05;1994-10-10;2006-01-27;0.0
N;;39;11;M;BCR;STE;F;361.21;2005-10-01;2005-03-10;2006-01-27;0.0
N;;71;11;M;BCR;RET;M;527.92;1953-01-01;2013-06-01;2006-01-27;41.29
N;;63;12;M;BCR;RET;F;417.94;1954-01-05;;2005-06-15;0.0
N;;38;11;M;BCR;PVE;M;1126.44;1983-02-01;2005-12-16;2006-01-30;0.0
N;;39;11;M;BCR;STE;F;364.39;2005-12-01;2005-08-22;2006-01-30;271.05
N;;47;11;M;BCR;STE;M;300.58;1970-07-01;2005-09-12;2006-01-30;0.0
N;;59;11;M;HGH;STE;M;423.08;2000-12-01;1976-11-22;2006-01-30;204.8
N;;41;11;M;HGH;PVE;M;476.41;1976-02-13;2005-11-07;2006-01-30;0.0
N;;49;11;M;BCR;PVE;F;234.08;2001-06-01;2010-03-01;2006-01-30;0.0
N;;65;12;M;HGH;RET;M;338.46;2007-04-27;;2004-11-05;316.82
N;;65;11;M;HGH;RET;M;211.92;1974-01-01;;2006-01-31;75.54
N;;44;11;M;HGH;STE;F;207.69;1992-01-01;2002-02-18;2006-01-31;0.0
N;;66;11;M;HGH;RET;M;461.54;1978-01-01;;2005-10-14;22.0
N;;41;11;M;HGH;PVE;F;352.37;2010-01-01;2013-05-01;2006-02-01;114.17
N;;47;11;M;HGH;PVE;F;222.96;1995-05-20;2005-09-15;2006-02-01;214.56
N;;62;11;M;BCR;RET;M;449.34;2002-09-06;;2006-01-30;226.48
N;;67;11;W;BCR;RET;F;256.06;2005-01-01;;2006-02-01;71.41
N;;63;14;M;PHD;STE;F;1194.9;1996-12-05;1989-02-02;2003-06-12;373.95
N;;67;11;M;HGH;RET;F;265.55;1991-02-15;;2006-02-01;268.7
N;;35;11;M;HGH;PVE;M;464.62;1982-02-23;2006-02-01;2006-02-01;44.96
N;;41;11;S;BCR;STE;F;594.38;1976-01-27;2004-09-21;2006-02-03;0.0
N;;41;11;M;PRS;STE;M;429.77;1980-04-21;2006-01-04;2006-02-03;217.01
N;;43;11;S;BCR;STE;F;656.98;1978-01-01;2000-10-06;2006-02-03;0.0
N;;46;11;S;HGH;PVE;M;292.55;2000-01-01;2008-05-06;2006-02-04;355.52
N;;63;11;M;HGH;RET;M;257.45;1989-04-01;;2006-02-06;244.15
N;;62;11;M;BCR;RET;M;246.15;2000-09-19;;2006-02-06;36.58
N;;67;11;M;HGH;RET;M;322.2;1957-09-17;;2006-01-25;0.0
N;;50;11;D;BCR;STE;M;382.77;1972-01-01;1996-01-15;2006-02-07;124.02
N;;44;12;M;BCR;PVE;F;551.75;2004-08-12;2001-11-19;2005-06-08;301.11
N;;62;11;M;HGH;RET;M;158.87;1985-06-01;;2006-02-07;76.43
N;;54;11;M;BCR;PVE;F;2746.95;1987-05-09;2015-01-19;2005-08-09;0.0
N;;70;11;W;HGH;RET;F;214.13;1947-10-09;;2006-02-07;209.82
N;;54;12;M;HGH;STE;F;174.08;2006-04-04;2002-08-22;2005-04-22;114.5
N;;65;11;M;HGH;RET;M;190.01;1972-01-01;;2006-02-07;59.43
N;;48;11;M;BCR;STE;F;316.03;2002-01-16;1998-03-09;2006-02-07;0.0
N;;62;11;M;BCR;STE;F;329.97;1985-01-01;1996-12-02;2006-02-08;0.0
N;;66;11;M;HGH;RET;M;254.28;1980-01-01;2005-07-01;2006-02-09;248.83
N;;62;11;M;HGH;RET;M;205.29;2002-06-01;;2006-02-09;165.79
N;;55;11;M;BCR;PVE;F;496.1;2009-07-21;2006-03-01;2006-01-11;349.29
N;;52;11;M;HGH;PVE;M;510.04;1991-11-14;1989-05-17;2006-02-09;396.84
N;;39;11;M;HGH;STE;F;274.58;2000-07-01;1998-11-16;2006-02-09;256.44
N;;61;11;D;HGH;STE;F;186.54;2005-01-01;2007-11-01;2006-02-10;66.39
N;;58;11;M;HGH;PVE;M;824.43;2002-01-11;1984-09-20;2006-02-10;0.0
N;;71;11;M;HGH;RET;M;154.85;2002-07-01;;2006-02-10;0.0
N;;54;11;M;HGH;STE;F;283.57;1991-12-31;1987-08-10;2006-02-10;6.13
N;;64;11;M;HGH;RET;M;203.74;1953-09-12;;2006-02-10;0.0
N;;65;11;M;HGH;RET;M;264.71;1975-10-01;;2006-02-10;89.76
N;;37;11;M;HGH;PVE;M;151.59;1980-09-27;2012-01-01;2006-02-10;373.47
N;;67;11;M;HGH;RET;M;215.38;1998-01-01;;2006-02-10;0.0
N;;44;11;M;HGH;STE;M;557.88;1973-02-27;2001-07-02;2006-02-13;80.3
N;;57;11;M;HGH;PVE;F;330.48;1984-12-01;1994-07-28;2006-02-13;88.16
N;;38;11;M;HGH;STE;F;298.95;2000-01-01;1999-09-13;2006-02-13;39.12
N;;40;11;M;BCR;PVE;F;682.67;2003-12-10;2006-02-13;2006-02-13;0.0
N;;69;11;W;BCR;RET;F;616.98;1992-05-20;;2005-11-23;0.0
N;;77;11;M;HGH;RET;M;482.65;1980-01-01;;2006-02-14;0.0
N;;34;11;M;PRS;PVE;F;220.28;2005-11-25;2006-02-01;2006-02-14;186.27
N;;64;11;M;HGH;RET;M;205.27;2006-02-09;;2006-02-16;208.84
N;;70;11;S;SEC;RET;F;148.22;2002-08-20;;2006-02-16;132.31
N;;41;11;S;SEC;STE;M;643.04;1976-02-03;2004-10-01;2006-02-17;37.67
N;;61;11;M;HGH;RET;F;267.5;2000-08-20;;2005-12-23;73.15
N;;49;11;M;BCR;PVE;M;476.71;2003-09-08;2011-01-04;2005-10-24;128.08
N;;78;11;W;BCR;RET;F;277.22;1980-11-30;;2006-02-20;128.05
N;;68;11;M;BCR;RET;F;268.14;2002-04-02;;2006-02-18;226.65
N;;53;11;M;BCR;STE;F;395.97;1985-11-05;1993-09-01;2006-02-20;175.76
N;;42;11;M;HGH;PVE;M;1446.04;2002-01-01;2006-02-13;2006-02-20;898.6
N;;52;15;M;BCR;STE;F;853.97;1995-08-15;1990-06-01;2002-05-20;595.81
