MORTGAGE;MORTGAGE_TAKING_AGE;AGE;YEARS_WITH_BANK;MARITAL_STATUS;EDUCATION;EMPLOYMENT;GENDER;INCOME;ADDRESS_DATE;JOB_DATE;WITH_BANK_DATE;BALANCE
N;;61;13;W;HGH;RET;F;231.34;2009-07-04;;2003-10-30;1552.62
N;;66;13;D;HGH;RET;F;238.21;1997-01-01;;2004-04-07;2726.01
N;;54;3;M;HGH;PVE;M;1253.13;2007-07-01;2008-05-01;2013-12-23;7500.78
N;;30;4;S;HGH;PVE;M;230.22;1987-10-02;2012-06-01;2012-07-10;164.92
N;;57;12;W;HGH;RET;F;153.22;1960-05-08;;2005-01-12;1117.73
N;;44;8;M;HGH;PVE;F;180.45;1990-06-01;2015-07-01;2009-04-02;4662.7
N;;60;5;M;BCR;RET;M;339.15;1981-03-10;;2012-03-27;6634.09
N;;50;4;M;HGH;PVE;M;358.35;1987-01-23;2012-03-25;2013-03-22;419.91
N;;41;11;M;BCR;STE;F;433.48;2011-05-31;2008-07-17;2006-01-18;818.93
N;;34;4;M;HGH;PVE;F;166.92;2012-10-01;2002-07-01;2013-05-21;730.58
N;;46;12;M;HGH;PVE;M;186.9;1972-05-10;2007-06-21;2005-05-13;2340.89
N;;60;12;M;HGH;RET;M;391.96;1999-01-01;;2004-07-10;7917.08
N;;50;6;M;HGH;STE;F;500.0;1993-01-01;1987-11-12;2010-08-14;310.7
N;;40;6;M;HGH;PVE;F;212.39;2012-01-01;2012-02-17;2010-11-02;2189.1
N;;36;7;M;BCR;STE;M;591.78;2010-07-01;2010-12-31;2010-02-25;3883.33
N;;46;14;M;HGH;RET;M;200.15;2011-01-01;;2002-11-08;2250.23
N;;26;5;S;BCR;PVE;M;253.85;1991-10-04;;2011-08-29;111.04
N;;51;11;M;BCR;PVE;F;621.78;1996-08-01;2005-09-15;2005-09-30;2495.24
N;;58;14;D;BCR;PVE;M;386.3;1971-01-01;2014-07-01;2003-01-28;339.53
N;;60;11;M;HGH;STE;M;407.34;1999-09-22;1983-04-04;2005-09-15;4500.47
N;;45;12;M;BCR;STE;M;414.89;1972-04-16;2003-01-06;2005-05-31;767.85
N;;30;4;S;HGH;PVE;F;323.53;2000-12-31;2014-03-01;2013-04-17;2226.43
N;;70;14;M;HGH;RET;F;226.39;1977-05-10;;2003-03-04;1530.11
N;;74;10;M;HGH;RET;M;362.72;1943-10-26;;2006-09-06;734.17
N;;28;10;S;BCR;STE;F;259.38;2010-01-01;2015-02-02;2007-03-15;538.21
N;;74;8;M;HGH;RET;M;171.3;1973-03-08;1994-04-26;2009-02-06;270.94
N;;40;3;M;HGH;STE;M;525.76;1977-06-20;1996-12-01;2014-06-20;2148.9
N;;62;2;M;HGH;RET;M;160.64;1972-08-01;;2014-11-06;1068.83
N;;64;3;M;HGH;STE;M;219.71;1953-04-04;1978-02-09;2014-01-30;741.3
N;;22;2;S;PRS;PVE;M;188.21;1996-05-01;2015-12-01;2015-01-23;1883.75
N;;48;10;M;HGH;PVE;M;229.48;1978-12-12;2002-01-15;2006-09-15;1229.23
N;;49;1;M;HGH;STE;M;170.71;2010-01-01;2010-01-01;2016-06-29;503.73
N;;29;6;S;BCR;PVE;M;309.67;1988-10-22;2013-04-01;2010-09-14;913.66
N;;60;11;M;BCR;STE;F;447.11;1981-11-22;1995-03-01;2005-11-28;5240.57
N;;74;1;M;BCR;RET;M;350.43;1973-01-01;;2016-06-17;2091.22
N;;65;6;M;HGH;RET;F;216.45;1997-01-01;;2011-06-14;3496.37
N;;55;14;D;HGH;STE;F;287.71;1998-08-21;1998-06-06;2002-12-25;4500.47
N;;46;4;M;HGH;STE;F;232.71;1984-01-01;1997-05-12;2013-04-15;4662.7
N;;45;3;M;HGH;PVE;M;251.9;1972-05-16;2013-10-01;2014-01-03;2189.1
N;;42;12;M;HGH;STE;M;314.23;2011-03-15;2001-10-10;2005-05-04;3637.46
N;;57;10;W;HGH;STE;F;306.0;1995-01-01;1979-11-21;2007-03-20;5386.64
N;;39;6;M;HGH;PVE;F;231.35;2008-06-01;2007-06-30;2010-12-10;2107.05
N;;36;9;M;BCR;PVE;M;849.52;2011-10-01;2008-03-01;2007-07-19;3627.45
N;;64;11;D;HGH;RET;F;263.35;2012-11-01;;2005-07-06;4297.79
N;;64;11;M;HGH;RET;F;304.31;1961-06-01;;2005-09-23;2312.55
N;;60;10;M;BCR;STE;F;539.42;2010-03-01;2010-03-10;2007-02-16;580.09
N;;43;9;M;BCR;STE;M;532.8;2004-07-20;2010-08-20;2008-06-24;109.63
N;;41;5;M;HGH;PVE;F;200.55;2001-01-01;2010-11-11;2011-12-13;1474.18
N;;28;9;S;PRS;STE;M;447.25;1989-11-29;2012-08-06;2008-04-15;2515.51
N;;33;5;S;HGH;PVE;F;575.52;1984-01-23;2015-11-20;2012-03-30;2162.11
N;;31;4;S;BCR;PVE;M;402.7;1986-09-09;2014-04-03;2013-06-24;4275.52
N;;62;1;M;BCR;RET;F;273.85;2014-01-01;2001-09-16;2016-06-29;172.37
N;;60;13;S;HGH;STE;F;221.9;2010-02-15;2002-04-10;2003-08-01;1971.05
N;;39;1;M;BCR;PVE;M;341.19;2014-11-01;2015-10-05;2015-10-15;4500.47
N;;63;11;W;HGH;RET;F;272.88;1976-07-01;;2005-12-09;5702.46
N;;36;9;S;BCR;PVE;F;262.07;2012-07-01;2007-11-07;2007-11-18;4917.79
N;;57;9;M;BCR;STE;F;283.45;1998-08-27;1997-09-01;2007-11-28;4500.47
N;;60;2;M;HGH;STE;F;184.12;1974-03-10;1990-09-03;2014-07-21;3391.48
N;;63;11;M;HGH;RET;M;289.56;1991-07-21;;2005-09-17;234.06
N;;40;15;S;BCR;PVE;F;2714.62;2009-06-30;2002-06-10;2002-06-13;17025.07
N;;33;8;S;BCR;PVE;M;519.98;1994-05-02;2014-11-19;2008-08-21;7500.78
N;;41;1;S;HGH;STE;M;206.95;1976-03-09;1998-11-01;2016-06-22;4461.51
N;;62;4;W;HGH;RET;F;156.01;1972-01-01;;2013-03-19;2189.1
N;;30;3;M;HGH;PVE;F;187.43;2013-01-01;2011-12-01;2013-07-08;689.34
N;;47;2;M;HGH;PVE;F;182.8;1990-01-01;2013-07-19;2014-10-23;1491.65
N;;37;9;S;BCR;STE;F;311.59;1980-11-17;2012-06-15;2007-09-20;335.01
N;;42;13;M;HGH;STE;F;266.11;1995-01-01;2009-09-09;2004-04-21;2230.76
N;;45;3;M;SEC;STE;F;162.9;2003-01-01;2013-04-08;2014-03-15;11.34
N;;42;11;S;HGH;PVE;M;412.52;2007-01-30;2005-08-01;2005-08-15;4216.83
N;;44;12;M;HGH;PVE;M;910.75;1973-07-15;2011-02-09;2005-05-17;6071.29
N;;55;8;M;HGH;RET;M;2124.56;2002-01-01;;2009-02-12;4650.25
N;;63;8;M;HGH;RET;M;243.07;1954-06-27;;2009-03-13;2325.74
N;;29;1;S;BCR;STE;M;269.23;1988-06-05;2012-09-01;2016-06-29;261.63
N;;30;2;S;BCR;PVE;M;869.69;2015-02-01;2015-06-01;2015-05-25;2410.67
N;;49;1;M;HGH;STE;F;348.55;1994-10-25;2011-12-20;2015-11-12;2230.76
N;;37;12;M;BCR;STE;F;284.13;2010-01-01;2010-09-01;2004-12-20;205.55
N;;30;8;S;HGH;STE;F;289.88;2010-09-15;2008-05-19;2009-06-18;2269.55
N;;39;10;M;HGH;STE;M;510.6;1978-03-02;1997-10-01;2006-09-25;2189.1
N;;53;1;M;HGH;STE;M;292.31;1988-06-01;2005-12-09;2016-06-14;343.23
N;;31;4;M;SEC;PVE;M;269.23;1986-07-16;2015-09-20;2012-10-15;2228.96
N;;73;8;W;HGH;RET;F;207.94;1966-12-01;;2009-02-27;2495.22
N;;33;9;M;HGH;PVE;F;211.55;2008-01-01;2007-11-10;2007-11-07;2189.1
N;;62;4;M;HGH;RET;F;141.79;1959-10-01;;2013-06-04;3871.7
N;;69;2;M;HGH;RET;M;152.49;1962-02-01;2000-08-05;2015-05-19;739.4
N;;52;11;M;HGH;RET;M;264.03;1993-01-01;;2005-07-12;1371.08
N;;46;5;M;HGH;PVE;F;209.81;1998-05-02;2011-07-15;2011-09-14;2464.05
N;;61;13;M;BCR;STE;F;546.92;1990-01-01;2009-07-01;2003-10-13;533.73
N;;63;12;M;BCR;RET;F;339.46;1983-01-01;;2005-05-17;6587.48
N;;69;14;M;HGH;RET;M;297.36;1968-12-31;;2002-11-18;4278.21
N;;34;4;S;HGH;PVE;M;140.52;2006-05-01;2011-08-01;2013-06-06;2957.26
N;;41;11;M;HGH;PVE;M;269.23;2009-06-16;2001-12-01;2005-07-26;4238.82
N;;34;1;;HGH;PVE;F;207.52;1983-12-31;2015-10-07;2015-10-28;2148.9
N;;57;12;M;HGH;STE;F;278.14;1984-04-01;1983-01-24;2005-04-12;702.16
N;;36;9;M;HGH;PVE;M;211.13;2013-01-01;2010-05-04;2007-12-26;435.11
N;;63;4;M;SEC;PVE;M;182.82;2015-04-26;2007-02-05;2013-04-23;301.83
N;;57;1;M;HGH;RET;F;157.35;1980-03-01;;2016-06-17;0.0
N;;41;13;S;HGH;PVE;M;522.42;1995-07-31;2004-06-07;2004-05-25;4440.57
N;;60;1;M;HGH;PVE;M;276.92;1957-10-22;2014-12-01;2016-06-23;186.41
N;;32;2;M;HGH;PVE;M;269.23;2011-11-02;2003-10-01;2014-11-26;2230.76
N;;33;10;S;HGH;PVE;F;177.34;2002-01-01;2014-02-01;2007-04-28;2250.23
N;;60;13;M;HGH;PVE;M;267.22;2001-05-03;2005-09-01;2003-11-21;5996.07
N;;38;9;M;HGH;PVE;F;259.33;2000-01-01;2015-03-17;2008-04-30;2189.1
N;;44;0;M;HGH;PVE;M;190.9;1973-10-08;2002-12-01;2016-07-05;2251.07
N;;31;2;S;HGH;PVE;M;307.82;2014-01-01;2014-11-01;2014-12-08;8433.19
N;;46;11;M;BCR;STE;F;412.23;2007-06-01;1998-11-01;2005-10-31;6192.02
N;;68;4;M;HGH;RET;F;147.71;1949-11-22;;2013-04-04;0.0
N;;40;1;M;HGH;PVE;M;626.35;2003-01-01;2015-12-15;2015-12-18;7162.98
N;;67;13;M;HGH;RET;M;240.66;1976-02-12;;2004-06-23;1171.47
N;;50;1;M;HGH;STE;F;484.62;1989-01-01;2008-01-01;2016-06-29;175.65
N;;34;1;M;HGH;STE;M;330.77;2013-02-20;2005-09-02;2016-06-15;348.26
N;;36;12;M;PRS;PVE;M;749.32;1981-01-19;2004-10-15;2004-10-30;7296.99
N;;58;11;M;BCR;STE;F;377.67;2001-03-10;1980-09-01;2005-07-18;4500.47
N;;40;5;M;HGH;STE;F;272.49;2002-06-30;2013-03-13;2011-08-03;0.0
N;;66;2;M;HGH;RET;F;227.85;1970-01-01;;2015-01-13;2380.72
N;;24;2;M;HGH;RET;M;298.5;1993-07-30;;2015-03-09;1018.58
N;;56;2;M;BCR;STE;M;537.86;2010-07-28;2013-11-05;2015-05-28;4461.51
N;;59;7;D;HGH;RET;F;278.38;2010-03-04;;2009-11-20;5780.56
N;;54;13;M;HGH;PVE;M;188.46;1985-08-10;2002-08-01;2004-06-19;4413.62
N;;67;12;M;BCR;RET;F;475.39;2000-07-10;;2005-03-07;0.0
N;;59;12;M;BCR;RET;F;205.81;2010-07-10;;2004-12-28;3258.07
N;;51;3;M;HGH;STE;F;231.59;1999-01-01;2003-02-27;2014-02-08;2148.9
N;;50;12;M;PRS;PVE;M;176.92;2000-01-01;2014-09-01;2005-04-25;4946.13
N;;44;10;M;PRS;PVE;M;175.72;2001-01-01;2007-04-01;2007-05-24;2250.23
N;;34;6;S;HGH;STE;M;329.13;1991-03-15;2011-04-01;2011-06-07;689.34
N;;27;3;S;BCR;PVE;M;257.69;2005-05-01;2013-06-05;2014-03-10;577.3
N;;54;10;M;HGH;STE;F;222.35;1983-01-01;1995-06-12;2007-01-17;6381.14
N;;61;2;W;HGH;RET;F;154.25;1991-07-12;;2015-06-30;2230.76
N;;44;11;M;BCR;STE;F;429.46;2013-08-01;2015-01-08;2005-11-12;1588.75
N;;45;1;M;HGH;STE;F;568.8;2009-01-01;2002-12-01;2016-06-14;2230.76
N;;57;10;S;HGH;PVE;M;237.56;1960-11-08;2008-02-15;2007-02-21;2821.55
N;;32;5;M;HGH;PVE;M;324.82;1985-02-04;2014-08-01;2012-06-19;745.0
N;;40;1;M;HGH;PVE;M;193.41;1980-05-01;2005-01-01;2015-10-16;2230.76
N;;50;5;M;BCR;STE;F;335.75;2001-10-01;1996-01-01;2011-12-27;2467.48
N;;55;11;M;BCR;STE;F;442.58;1997-12-02;1993-05-04;2005-10-17;3910.99
N;;37;1;M;HGH;PVE;F;210.99;2005-01-01;2007-11-10;2015-12-04;1807.36
N;;65;11;M;BCR;STE;M;525.11;2002-08-22;2003-09-01;2006-01-04;4369.19
N;;48;12;M;HGH;PVE;M;626.95;1969-08-22;1988-11-14;2005-07-04;2148.9
N;;52;11;S;HGH;PVE;M;551.92;1965-09-18;1987-06-01;2005-07-12;7142.17
N;;60;7;M;HGH;PVE;M;289.6;2007-05-10;2011-06-08;2009-12-01;7395.95
N;;68;4;M;BCR;RET;M;302.25;2007-01-01;;2012-11-14;2162.7
N;;64;7;W;BCR;STE;M;314.39;2004-11-08;1979-01-06;2010-04-12;0.0
N;;38;11;M;HGH;PVE;M;895.78;2010-08-01;2015-01-12;2005-11-23;3511.5
N;;34;7;M;BCR;STE;M;275.36;2004-05-01;2012-03-16;2009-12-01;2148.9
N;;43;11;M;HGH;PVE;M;382.29;1974-10-27;2006-08-14;2005-09-28;1494.29
N;;61;11;M;HGH;RET;F;227.04;1990-06-16;;2005-09-09;2250.23
N;;62;2;M;HGH;PVE;M;354.16;2004-01-01;2012-11-01;2015-05-04;2446.76
N;;39;8;S;BCR;PVE;F;177.92;1978-09-02;2014-09-01;2008-12-17;2651.0
N;;61;12;M;HGH;RET;F;261.81;2003-01-01;1977-06-17;2004-07-29;7865.83
N;;41;12;M;HGH;PVE;F;219.74;2008-01-23;2012-06-06;2004-10-04;675.54
N;;57;3;W;HGH;PVE;M;171.15;1983-01-01;2008-12-01;2013-11-13;2148.9
N;;25;2;M;HGH;PVE;F;171.23;2012-11-01;2015-02-09;2015-06-22;1548.0
N;;42;12;W;HGH;STE;F;184.16;2001-03-13;2014-09-10;2005-05-20;2250.23
N;;60;10;M;HGH;RET;F;225.94;1976-01-01;;2006-07-24;2230.76
N;;70;5;W;HGH;RET;F;177.27;2007-01-01;;2011-08-05;1529.23
N;;56;4;M;HGH;STE;M;403.15;2008-06-13;1991-02-12;2013-06-05;5722.4
N;;70;12;M;HGH;RET;F;328.68;2013-05-01;;2005-06-23;0.0
N;;51;1;M;HGH;STE;M;392.3;2003-01-01;2012-10-16;2015-12-24;155.73
N;;51;12;M;HGH;PVE;M;222.15;1966-05-21;2005-12-01;2005-01-18;4500.47
N;;34;3;S;BCR;STE;F;351.86;1992-06-01;2009-09-01;2013-12-23;2189.1
N;;38;7;S;BCR;PVE;F;686.02;1979-05-12;2011-12-07;2009-10-23;4500.47
N;;50;10;M;HGH;PVE;M;501.18;2002-12-11;2006-09-23;2006-10-04;945.84
N;;52;5;M;HGH;STE;M;230.77;1965-05-29;2000-05-01;2012-06-04;240.65
N;;63;1;M;HGH;RET;F;193.87;2011-05-09;2000-10-11;2015-07-25;36.9
N;;58;4;M;BCR;STE;F;326.43;1980-08-01;1995-09-04;2012-10-22;4903.93
N;;40;10;M;HGH;PVE;M;229.51;1977-02-22;2012-01-01;2007-03-26;2189.1
N;;41;13;S;BCR;STE;F;972.42;2003-03-17;2005-06-01;2003-12-09;4500.47
N;;51;13;M;HGH;PVE;M;333.08;1966-09-26;1996-08-08;2004-02-05;3760.24
N;;30;3;S;HGH;PVE;M;435.89;1995-01-01;2016-02-22;2013-12-26;604.58
N;;29;3;S;HGH;PVE;F;348.38;2013-01-01;2013-10-23;2013-07-27;2189.1
N;;63;2;M;HGH;PVE;M;341.87;2000-02-27;1998-07-01;2014-09-20;140.53
N;;51;11;M;HGH;STE;F;287.96;1987-05-20;2007-04-16;2005-10-07;6840.18
N;;63;1;M;HGH;RET;F;193.87;2011-05-09;2000-10-11;2015-07-25;3443.41
N;;41;6;M;HGH;STE;F;338.7;2002-03-01;2010-07-14;2010-12-02;6966.02
N;;41;11;M;HGH;PVE;F;190.82;1976-12-17;2007-12-01;2005-10-28;721.69
N;;67;3;M;PRS;RET;M;205.72;1950-06-27;;2013-10-08;2645.25
N;;51;10;S;HGH;PVE;M;278.12;1981-05-01;2007-07-03;2007-07-04;2148.9
N;;56;0;W;HGH;RET;F;273.07;2004-12-31;;2016-07-05;799.91
N;;39;9;M;HGH;PVE;M;416.58;1998-05-15;2015-03-01;2007-08-10;2250.23
N;;65;2;W;HGH;RET;F;201.72;1984-01-01;;2015-05-18;2645.25
N;;47;9;S;HGH;PVE;F;274.96;1974-05-23;2012-08-02;2007-12-28;426.37
N;;57;1;M;HGH;STE;F;316.37;2000-01-01;1983-06-01;2016-06-28;4500.47
N;;46;4;M;HGH;STE;M;693.4;1971-11-14;2013-01-08;2013-01-15;955.5
N;;54;11;M;BCR;PVE;M;229.88;2008-02-01;2008-06-01;2006-02-22;2250.23
N;;30;3;M;BCR;PVE;M;423.08;2006-01-01;2012-04-01;2013-12-30;2250.23
N;;61;11;M;HGH;RET;M;398.91;2013-01-20;;2005-09-06;7500.78
N;;40;1;M;HGH;PVE;F;307.69;2009-02-01;2007-06-01;2016-06-29;309.52
N;;42;11;M;HGH;STE;F;251.41;1996-04-18;2004-05-01;2005-08-11;6462.54
N;;42;10;D;BCR;STE;F;394.19;2006-01-01;1998-05-01;2006-09-08;36.54
N;;51;3;M;HGH;STE;M;245.57;1966-09-27;2000-01-01;2013-09-05;4147.25
N;;47;12;W;HGH;STE;M;280.49;1999-10-09;1996-12-01;2005-07-04;3556.67
N;;62;10;W;HGH;RET;F;246.18;1984-12-28;;2007-01-19;540.67
N;;43;4;M;HGH;PVE;M;411.65;1974-05-26;2009-09-07;2013-04-10;4500.47
N;;31;4;M;HGH;PVE;M;284.62;2003-05-01;2011-12-01;2013-04-17;2243.1
N;;27;3;S;BCR;PVE;M;633.9;2013-01-01;2015-01-01;2014-06-02;2009.1
N;;54;11;M;HGH;PVE;M;606.37;2006-01-01;2013-12-13;2006-03-27;894.41
N;;37;9;M;HGH;PVE;M;230.48;1980-10-09;2008-03-01;2008-03-14;1192.13
N;;39;4;M;PRS;PVE;M;177.51;1980-01-01;2013-01-01;2012-10-16;4575.15
N;;29;4;M;HGH;PVE;M;369.28;2013-01-18;2013-11-06;2013-01-18;7450.32
N;;36;3;M;BCR;PVE;F;376.92;2014-10-01;2011-01-01;2014-06-19;402.57
N;;51;1;W;HGH;STE;F;278.59;1990-05-01;2005-01-01;2016-06-29;2250.23
N;;25;5;S;BCR;PVE;M;187.89;2015-10-01;2015-09-01;2011-09-29;2189.1
N;;64;8;W;HGH;RET;F;254.37;2015-02-01;;2008-12-16;2945.93
N;;57;10;M;BCR;PVE;F;198.0;1980-09-04;2007-09-01;2006-07-21;2242.84
N;;32;9;S;HGH;PVE;M;694.55;1986-09-01;2009-02-01;2008-06-12;609.24
N;;35;13;S;HGH;PVE;M;400.18;2001-02-01;2011-09-29;2004-04-20;2166.31
N;;45;14;M;HGH;PVE;F;277.18;1997-01-01;2002-10-21;2002-10-30;2189.1
N;;61;13;M;HGH;RET;F;237.0;2011-04-15;1999-01-01;2003-09-12;6802.64
N;;50;10;M;PRS;STE;M;268.22;1967-09-21;2000-04-19;2006-07-18;740.04
N;;63;10;S;HGH;RET;F;190.03;1954-08-04;;2006-12-16;1539.12
N;;54;11;D;HGH;PVE;M;222.85;1979-06-05;1987-08-01;2005-10-11;2230.76
N;;58;12;M;BCR;RET;M;338.39;1983-01-01;;2004-09-22;6085.62
N;;56;11;M;HGH;RET;F;211.46;1983-05-01;;2006-02-03;2230.76
N;;44;10;M;BCR;STE;F;295.98;1992-05-03;1997-09-15;2006-10-13;797.27
N;;24;1;M;HGH;PVE;F;166.69;2001-01-01;2014-02-27;2016-06-24;2250.23
N;;57;12;M;HGH;STE;F;455.74;1986-12-22;1994-12-12;2005-03-23;3417.92
N;;45;12;M;HGH;PVE;M;308.52;2013-08-01;2012-12-19;2004-08-03;4809.75
N;;50;11;M;HGH;STE;F;301.71;1991-11-02;1990-03-01;2005-08-05;2201.48
N;;62;11;M;HGH;RET;F;277.99;1979-01-01;;2005-12-13;5495.0
N;;57;13;M;BCR;STE;F;369.12;2007-06-26;1982-10-27;2003-12-23;4500.47
N;;60;4;S;HGH;STE;F;331.37;1972-01-01;2011-05-01;2012-08-28;4461.51
N;;49;5;M;HGH;STE;M;407.18;2010-01-04;1998-06-01;2012-01-18;2374.58
N;;44;12;M;HGH;PVE;F;401.51;1993-03-01;2015-01-20;2004-08-20;2250.23
N;;62;12;D;BCR;RET;F;331.3;1971-04-21;;2005-05-05;9106.01
N;;40;3;M;HGH;STE;M;657.61;2008-06-01;2002-06-01;2014-01-30;7500.78
N;;43;12;D;HGH;PVE;M;413.28;1997-09-01;2002-02-01;2005-04-07;1120.4
N;;40;10;M;BCR;PVE;M;1377.7;1977-07-02;2008-05-05;2006-12-07;3069.86
N;;40;11;M;BCR;STE;F;319.67;2009-11-21;2001-02-26;2005-07-14;4378.19
N;;38;11;M;PHD;STE;M;1583.11;1979-04-05;2003-06-09;2005-11-09;1335.82
N;;51;4;M;HGH;STE;F;169.92;2013-01-01;2013-03-05;2013-07-03;756.91
N;;36;4;M;PRS;PVE;M;200.12;1981-08-28;2013-05-01;2013-05-24;3101.91
N;;65;3;M;HGH;RET;F;196.8;1972-01-01;;2013-08-14;2980.41
N;;50;3;M;HGH;STE;F;172.3;1992-08-15;1998-03-01;2013-10-08;245.3
N;;42;12;M;HGH;PVE;F;237.85;2001-04-02;2015-05-04;2004-08-05;7055.73
N;;35;1;M;HGH;PVE;M;242.11;1982-11-15;2012-09-19;2015-08-26;2757.41
N;;59;1;W;HGH;RET;F;157.5;1958-04-09;;2016-06-13;150.21
N;;45;4;M;HGH;PVE;M;176.05;1980-01-01;2015-02-01;2013-05-30;4880.0
N;;54;11;M;BCR;STE;M;258.72;2000-01-05;1984-12-01;2005-10-10;4500.47
N;;57;12;S;BCR;RET;M;384.62;1990-05-01;;2005-02-16;5779.52
N;;28;7;S;PRS;PVE;M;264.6;2006-06-10;2010-06-28;2010-06-30;5993.02
N;;46;1;M;BCR;PVE;M;807.69;2015-02-01;2007-02-01;2016-06-23;268.72
N;;40;10;M;BCR;STE;F;344.77;2001-09-08;2001-03-26;2007-06-16;1902.67
N;;57;3;M;HGH;STE;M;288.72;1960-01-06;1990-11-10;2013-12-11;5216.13
N;;55;12;M;BCR;STE;F;361.79;1983-04-03;1988-11-01;2005-06-30;4461.51
N;;53;2;M;HGH;STE;F;242.95;1981-03-01;2000-02-01;2014-10-22;750.64
N;;63;4;M;BCR;RET;M;479.51;1994-07-10;;2013-01-31;9212.92
N;;28;3;M;BCR;PVE;M;201.08;2002-01-01;2016-01-11;2013-12-06;377.38
N;;30;4;S;HGH;STE;F;429.39;2002-11-01;2013-03-04;2013-03-05;3467.68
N;;64;4;W;HGH;RET;F;173.09;1993-05-10;;2013-04-29;3509.66
N;;54;1;M;HGH;PVE;M;171.86;2010-01-01;2015-11-26;2015-11-06;2250.23
N;;43;15;M;BCR;PVE;F;515.56;2008-01-01;;2002-01-09;2898.27
N;;66;11;M;BCR;RET;M;205.24;2000-01-01;;2005-07-19;797.51
N;;65;10;D;HGH;RET;F;299.71;2005-07-25;;2006-11-30;663.24
N;;59;1;M;HGH;RET;F;180.45;2008-01-01;2001-09-17;2016-06-30;214.02
N;;61;11;M;HGH;RET;M;344.4;1980-01-01;;2005-12-22;4378.19
N;;23;2;S;HGH;PVE;M;196.03;1994-10-09;2014-08-01;2014-08-14;1615.92
N;;56;13;M;HGH;PVE;F;2221.77;1992-01-01;2001-11-18;2003-07-10;2189.1
N;;61;7;D;HGH;RET;F;176.92;1976-07-01;;2010-03-09;192.72
N;;43;1;M;HGH;PVE;M;328.95;2000-01-01;2012-11-01;2016-07-01;2250.23
N;;31;4;S;BCR;STE;F;272.61;2014-03-18;2012-12-27;2013-01-23;4133.59
N;;56;1;M;BCR;STE;F;457.41;2006-06-01;1997-03-01;2016-06-24;4500.47
N;;57;15;M;HGH;PVE;M;704.21;1988-10-30;2002-03-05;2002-03-16;933.4
N;;34;3;S;BCR;SFE;F;178.76;2008-01-01;2007-12-03;2013-08-09;2250.23
N;;37;2;M;HGH;PVE;F;184.63;1981-01-01;2014-12-26;2014-12-26;195.2
N;;60;11;M;BCR;STE;F;440.93;1983-11-06;1993-05-07;2006-01-19;2595.11
N;;64;12;M;HGH;RET;M;253.44;1977-06-01;;2005-04-01;5263.93
N;;43;4;M;HGH;PVE;M;243.58;1982-12-31;2013-09-01;2013-04-04;3337.99
N;;59;1;M;BCR;RET;F;203.85;2010-04-01;2001-09-02;2016-06-15;121.91
N;;59;1;M;HGH;PVE;M;292.31;1958-02-04;1986-06-01;2016-06-14;238.39
N;;61;11;M;BCR;STE;M;562.76;1989-05-01;1988-07-06;2006-02-25;2250.23
N;;36;10;S;HGH;PVE;F;365.79;1983-12-15;2007-11-01;2006-12-08;4500.47
N;;63;4;M;HGH;RET;F;146.94;1977-04-01;;2013-06-05;556.59
N;;45;10;D;HGH;PVE;F;351.16;2008-01-10;2006-05-19;2007-06-13;2250.23
N;;45;12;S;HGH;PVE;M;188.11;2010-03-10;2014-11-01;2004-12-17;2189.1
N;;34;1;M;HGH;PVE;F;789.05;2015-01-21;2015-08-01;2015-11-30;350.46
N;;33;4;M;HGH;PVE;F;177.04;2000-01-01;2007-11-01;2012-10-17;360.43
N;;60;12;M;HGH;RET;F;184.45;2004-05-18;;2004-12-02;4632.09
N;;59;11;M;SEC;STE;F;338.72;2001-04-01;2003-07-01;2005-09-17;4120.87
N;;38;8;M;HGH;PVE;M;445.59;2009-10-01;2008-09-22;2008-10-01;2189.1
N;;69;10;M;HGH;RET;M;221.18;1990-01-01;;2006-11-24;4235.33
N;;67;5;D;BCR;RET;F;221.19;1990-01-01;1997-06-27;2012-04-09;23.2
N;;65;8;M;HGH;RET;F;177.63;2005-01-01;;2008-09-10;2323.2
N;;50;11;D;BCR;RET;M;384.62;2000-11-01;1986-07-01;2005-12-13;230.67
N;;50;5;M;HGH;STE;F;201.64;1988-01-01;2009-12-21;2011-10-19;3430.75
N;;71;10;W;HGH;RET;M;157.64;1981-05-03;;2007-01-31;1911.54
N;;39;9;M;BCR;STE;M;707.75;2015-01-01;2009-03-30;2007-07-24;4319.26
N;;65;3;M;HGH;RET;F;159.07;2003-03-01;;2013-08-13;2172.36
N;;30;10;S;HGH;PVE;F;169.3;1987-05-22;2010-06-21;2006-08-24;1370.61
N;;62;7;S;HGH;RET;F;175.84;2007-12-21;;2009-08-18;1332.82
N;;25;1;S;HGH;STE;M;326.92;2001-09-01;2014-05-01;2016-06-23;344.14
N;;47;6;S;HGH;RET;M;213.47;1970-03-28;;2010-12-02;2230.76
N;;52;3;M;HGH;PVE;F;194.42;2012-09-01;2008-05-22;2013-08-20;4403.78
N;;38;10;D;HGH;PVE;M;492.23;2013-04-01;2008-07-01;2007-03-05;2228.7
N;;32;4;S;HGH;PVE;M;269.76;1985-06-08;2009-08-01;2012-11-05;6241.67
N;;38;4;M;PRS;PVE;F;170.4;2004-05-12;2001-12-01;2013-04-16;4408.31
N;;56;11;M;HGH;PVE;F;267.85;1969-01-01;1984-03-14;2005-08-23;6362.45
N;;59;8;M;HGH;PVE;M;186.97;1984-01-01;2003-08-01;2009-04-27;4138.91
